Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,League Name,League ID,Season
Ebenezer Assifuah,gh GHA,"MF,FW",Le Havre,26,1993,6,2,206,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,1,50.0,0.87,0.44,0.00,0.00,,34,8.2,72,0,4,16,10,0.67,1,3,-2,-0.87,-1.46,0,4,7,1,4,1,2,,,0,Ligue-2,60,2019-2020
Lawrence Ati-Zigi,gh GHA,GK,Sochaux,22,1996,7,6,600,6.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,86,23.8,90,6,1,59,12,1.00,5,6,-1,-0.15,-0.10,0,0,2,0,0,0,0,,,0,Ligue-2,60,2019-2020
Louis Autchanga,ga GAB,FW,Niort,22,1996,14,2,315,3.5,0,1,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,1,1,100.0,0.29,0.29,0.00,0.00,,23,12.5,81,1,12,13,5,0.71,2,7,-5,-1.43,-1.18,0,5,2,1,1,2,4,,,0,Ligue-2,60,2019-2020
Cédric Avinel,gp GLP,DF,Ajaccio,32,1986,28,28,2519,28.0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,100.0,90,27,0,,0,1.86,38,22,+16,+0.57,+0.57,1,22,11,0,0,41,13,,,0,Ligue-2,60,2019-2020
Durel Avounou,cg CGO,MF,Caen,21,1997,5,0,131,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,1.37,0.00,0.00,,,26,5.2,,0,5,25,3,1.20,2,3,-1,-0.69,-0.69,0,1,8,1,2,0,4,,,0,Ligue-2,60,2019-2020
Jérémy Aymes,fr FRA,GK,Le Mans,31,1988,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,14.3,90,4,0,,3,1.50,3,5,-2,-0.50,+0.04,0,0,0,0,0,0,0,,,0,Ligue-2,60,2019-2020
Alioune Ba,fr FRA,DF,Orléans,29,1989,20,20,1800,20.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,8,1,12.5,0.40,0.05,0.00,0.00,,90,71.4,90,20,0,,0,0.85,18,29,-11,-0.55,+0.82,0,30,25,1,2,39,18,,,0,Ligue-2,60,2019-2020
El-Hadji Ba,fr FRA,MF,Guingamp,26,1993,7,6,392,4.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,4,0,0.0,0.92,0.00,0.00,,,56,15.6,64,0,1,7,4,1.86,4,3,+1,+0.23,-0.02,0,10,8,0,1,2,8,,,0,Ligue-2,60,2019-2020
Loïc Bade,fr FRA,DF,Le Havre,19,2000,7,7,585,6.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,4,1,25.0,0.62,0.15,0.00,0.00,,84,23.2,84,6,0,,3,1.29,5,5,0,0.00,-0.60,0,6,4,1,1,11,4,,,0,Ligue-2,60,2019-2020
Bastian Badu,fr FRA,FW,Chambly Oise,19,2000,4,2,178,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,7,0,0.0,3.54,0.00,0.00,,,45,7.1,78,0,2,12,3,1.75,2,1,+1,+0.51,+0.77,0,5,6,2,0,1,2,,,0,Ligue-2,60,2019-2020
Axel Bamba,fr FRA,"DF,MF",Paris FC,20,1999,21,20,1793,19.9,3,0,3,0,0,5,0,0.15,0.00,0.15,0.15,0.15,13,4,30.8,0.65,0.20,0.23,0.75,,85,71.2,88,18,1,26,4,1.14,17,26,-9,-0.45,+0.66,0,16,9,1,13,21,11,,,0,Ligue-2,60,2019-2020
Simon Banza,fr FRA,FW,Lens,22,1996,24,12,1225,13.6,7,4,6,1,1,4,1,0.51,0.29,0.81,0.44,0.73,40,15,37.5,2.94,1.10,0.15,0.40,,51,48.6,77,6,12,25,0,1.88,23,15,+8,+0.59,+0.10,0,31,44,10,8,2,8,,,0,Ligue-2,60,2019-2020
Pierre Bardy,fr FRA,DF,Rodez Aveyron,26,1992,22,22,1935,21.5,3,0,3,0,0,6,0,0.14,0.00,0.14,0.14,0.14,10,4,40.0,0.47,0.19,0.30,0.75,,88,76.8,88,21,0,,0,1.18,25,27,-2,-0.09,+0.06,0,24,29,1,2,42,9,,,0,Ligue-2,60,2019-2020
Yanis Barka,fr FRA,FW,Nancy,21,1998,4,3,334,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,7,1,14.3,1.89,0.27,0.00,0.00,,84,13.3,84,1,1,82,4,0.50,3,4,-1,-0.27,-0.35,0,11,11,2,4,3,4,,,0,Ligue-2,60,2019-2020
Antoine Baroan,fr FRA,FW,Niort,19,2000,8,1,148,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,19,5.9,52,0,7,14,2,0.50,0,1,-1,-0.61,-0.23,0,5,0,0,5,3,1,,,0,Ligue-2,60,2019-2020
Mickaël Barreto,fr FRA,MF,Auxerre,28,1991,25,22,1934,21.5,0,7,0,0,0,4,2,0.00,0.33,0.33,0.00,0.33,35,9,25.7,1.63,0.42,0.00,0.00,,77,76.7,82,7,3,43,1,1.28,29,25,+4,+0.19,+0.65,0,20,28,8,152,23,18,,,0,Ligue-2,60,2019-2020
Maxime Barthelmé,fr FRA,"MF,FW",Troyes,30,1988,26,26,2090,23.2,1,8,1,0,0,4,0,0.04,0.34,0.39,0.04,0.39,48,13,27.1,2.07,0.56,0.02,0.08,,80,82.9,80,9,0,,0,1.85,29,22,+7,+0.30,-0.12,0,35,40,13,196,18,23,,,0,Ligue-2,60,2019-2020
Romain Basque,fr FRA,"MF,FW",Le Havre,24,1995,15,10,891,9.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,12,4,33.3,1.21,0.40,0.00,0.00,,59,35.4,84,8,5,11,10,1.53,11,8,+3,+0.30,-0.25,0,18,10,1,67,20,17,,,0,Ligue-2,60,2019-2020
Amine Bassi,fr FRA,"MF,FW",Nancy,21,1997,22,22,1896,21.1,4,3,3,1,2,2,0,0.19,0.14,0.33,0.14,0.28,48,16,33.3,2.28,0.76,0.06,0.19,,86,75.2,86,15,0,,0,1.23,21,18,+3,+0.14,+0.43,0,28,29,6,183,9,7,,,0,Ligue-2,60,2019-2020
Mons Bassouamina,cg CGO,FW,Nancy,21,1998,1,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,23,0.9,,0,1,22,0,1.00,0,0,0,0.00,-0.04,0,0,0,0,0,0,0,,,0,Ligue-2,60,2019-2020
Terence Baya,fr FRA,DF,Troyes,21,1998,4,3,267,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,67,10.6,89,2,1,0,14,1.50,4,4,0,0.00,-0.36,0,1,3,2,11,4,0,,,0,Ligue-2,60,2019-2020
Cyrille Bayala,bf BFA,MF,Ajaccio,23,1996,27,27,2387,26.5,3,4,2,1,1,3,0,0.11,0.15,0.26,0.08,0.23,39,13,33.3,1.47,0.49,0.05,0.15,,88,94.7,88,22,0,,0,1.93,36,20,+16,+0.60,+0.60,0,40,34,18,63,15,23,,,1,Ligue-2,60,2019-2020
Hervé Bazile,ht HAI,"FW,MF",Le Havre,29,1990,6,0,107,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,2.52,0.84,0.00,0.00,,18,4.2,,0,6,17,3,1.00,1,1,0,0.00,-0.48,0,0,3,0,10,0,0,,,0,Ligue-2,60,2019-2020
Jonathan Beaulieu,fr FRA,MF,Chambly Oise,26,1993,21,19,1616,18.0,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,5,1,20.0,0.28,0.06,0.00,0.00,,77,64.1,84,11,2,14,3,1.19,15,18,-3,-0.17,+0.13,0,30,16,1,19,25,49,,,0,Ligue-2,60,2019-2020
Chris Bedia,ci CIV,FW,Troyes,23,1996,22,14,1367,15.2,3,1,3,0,0,5,0,0.20,0.07,0.26,0.20,0.26,40,18,45.0,2.63,1.19,0.08,0.17,,62,54.2,85,9,8,21,1,1.86,19,14,+5,+0.33,+0.02,0,39,31,6,3,1,11,,,0,Ligue-2,60,2019-2020
Yanis Begraoui,fr FRA,FW,Auxerre,18,2001,3,1,70,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,1.29,0.00,0.00,,,23,2.8,63,0,2,4,7,0.33,0,0,0,0.00,-0.04,0,2,2,1,0,0,1,,,0,Ligue-2,60,2019-2020
Alexis Beka Beka,fr FRA,MF,Caen,18,2001,5,3,247,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3,0,0.0,1.09,0.00,0.00,,,49,9.8,77,1,2,8,7,1.00,0,2,-2,-0.73,-0.77,0,8,3,0,0,6,3,,,0,Ligue-2,60,2019-2020
François Bellugou,fr FRA,MF,Auxerre,32,1987,26,25,2250,25.0,0,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,1,0,0.0,0.04,0.00,0.00,,,87,89.3,89,22,1,24,1,1.19,26,26,0,0.00,-0.33,0,28,17,3,8,29,32,,,0,Ligue-2,60,2019-2020
Anthony Belmonte,fr FRA,MF,Grenoble,23,1995,6,5,351,3.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.51,0.00,0.00,,,59,13.9,69,0,1,5,6,1.17,2,6,-4,-1.03,-1.11,0,8,1,0,5,3,3,,,0,Ligue-2,60,2019-2020
Ayman Ben Mohamed,tn TUN,"MF,DF",Le Havre,24,1994,16,9,645,7.2,1,1,1,0,0,1,0,0.14,0.14,0.28,0.14,0.28,3,2,66.7,0.42,0.28,0.33,0.50,,40,25.6,63,1,7,11,8,1.38,13,9,+4,+0.56,+0.13,0,9,10,0,12,4,8,,,0,Ligue-2,60,2019-2020
Quentin Bena,fr FRA,MF,Niort,21,1998,5,2,164,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,33,6.5,76,1,3,4,7,1.20,1,2,-1,-0.55,-0.17,0,4,4,0,0,5,1,,,0,Ligue-2,60,2019-2020
Jessy Bénet,fr FRA,MF,Grenoble,24,1995,22,19,1750,19.4,5,2,3,2,3,1,0,0.26,0.10,0.36,0.15,0.26,41,16,39.0,2.11,0.82,0.07,0.19,,80,69.4,88,15,3,27,0,1.32,18,19,-1,-0.05,+0.07,0,25,20,2,121,11,18,,,0,Ligue-2,60,2019-2020
Hicham Benkaid,fr FRA,"FW,MF",Orléans,29,1990,8,7,632,7.0,2,2,1,1,1,3,0,0.28,0.28,0.57,0.14,0.43,13,7,53.8,1.85,1.00,0.08,0.14,,79,25.1,90,7,1,2,0,0.75,8,12,-4,-0.57,+0.29,0,15,8,7,3,8,6,,,0,Ligue-2,60,2019-2020
Quentin Bernard,fr FRA,DF,Auxerre,30,1989,28,27,2391,26.6,1,0,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,11,2,18.2,0.41,0.08,0.09,0.50,,85,94.9,88,25,1,4,0,1.21,28,27,+1,+0.04,+0.04,0,22,28,5,89,31,29,,,0,Ligue-2,60,2019-2020
Jason Berthomier,fr FRA,MF,Clermont Foot,29,1990,23,18,1417,15.7,4,3,4,0,0,0,0,0.25,0.19,0.44,0.25,0.44,25,10,40.0,1.59,0.64,0.16,0.40,,62,56.2,73,1,5,19,2,1.83,22,9,+13,+0.83,+1.07,0,14,15,8,87,3,18,,,0,Ligue-2,60,2019-2020
Dorian Bertrand,mg MAD,"MF,FW",Nancy,26,1993,26,14,1338,14.9,1,1,1,0,0,3,0,0.07,0.07,0.13,0.07,0.13,22,7,31.8,1.48,0.47,0.05,0.14,,51,53.1,79,6,12,19,0,1.19,15,14,+1,+0.07,+0.07,0,21,33,2,49,5,7,,,0,Ligue-2,60,2019-2020
Barnabás Bese,hu HUN,"DF,MF",Le Havre,25,1994,25,23,2011,22.3,2,2,2,0,0,1,0,0.09,0.09,0.18,0.09,0.18,12,3,25.0,0.54,0.13,0.17,0.67,,80,79.8,87,20,2,7,3,1.60,27,18,+9,+0.40,-0.30,0,14,16,2,43,27,19,,,0,Ligue-2,60,2019-2020
Ryan Bidounga,fr FRA,DF,Nancy,22,1997,3,0,100,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,33,4.0,,0,3,32,12,1.67,0,1,-1,-0.90,-0.97,0,2,0,0,0,2,3,,,0,Ligue-2,60,2019-2020
Ludovic Blas,fr FRA,MF,Guingamp,21,1997,6,5,449,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,15,2,13.3,3.01,0.40,0.00,0.00,,75,17.8,84,4,1,27,0,1.33,7,8,-1,-0.20,-0.55,0,7,10,1,10,3,8,,,0,Ligue-2,60,2019-2020
Ernest Boahene,gh GHA,DF,Paris FC,19,2000,2,2,129,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,65,5.1,65,1,0,,1,0.50,1,3,-2,-1.40,-0.79,0,2,2,0,1,5,4,,,0,Ligue-2,60,2019-2020
Yann Boe-Kane,fr FRA,MF,Le Mans,28,1991,26,25,2178,24.2,2,0,2,0,0,8,0,0.08,0.00,0.08,0.08,0.08,10,2,20.0,0.41,0.08,0.20,1.00,,84,86.4,87,19,1,3,2,0.96,28,37,-9,-0.37,+1.21,0,62,31,0,6,57,35,,,0,Ligue-2,60,2019-2020
Rémy Boissier,fr FRA,MF,Le Mans,25,1994,11,9,782,8.7,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,16,5,31.3,1.84,0.58,0.00,0.00,,71,31.0,85,6,2,9,2,1.36,8,14,-6,-0.69,-0.22,0,24,6,0,42,13,6,,,0,Ligue-2,60,2019-2020
Rémy Boissier,fr FRA,MF,Rodez Aveyron,25,1994,8,8,698,7.8,0,1,0,0,0,4,0,0.00,0.13,0.13,0.00,0.13,10,3,30.0,1.29,0.39,0.00,0.00,,87,27.7,87,6,0,,0,1.25,7,7,0,0.00,+0.15,0,14,12,1,29,9,7,,,0,Ligue-2,60,2019-2020
Charles Boli,fr FRA,"MF,FW",Lens,20,1998,10,6,532,5.9,0,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,7,1,14.3,1.18,0.17,0.00,0.00,,53,21.1,74,3,4,22,8,2.10,8,4,+4,+0.68,+0.18,0,7,22,5,10,5,2,,,0,Ligue-2,60,2019-2020
Frédéric Bong,cm CMR,DF,Valenciennes,32,1987,5,5,327,3.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,65,13.0,65,2,0,,18,1.00,2,4,-2,-0.55,-0.80,0,7,3,0,0,8,4,,,0,Ligue-2,60,2019-2020
Alexandre Bonnet,fr FRA,"MF,FW",Le Havre,32,1986,22,14,1278,14.2,1,1,1,0,0,4,0,0.07,0.07,0.14,0.07,0.14,15,4,26.7,1.06,0.28,0.07,0.25,,58,50.7,78,5,8,23,2,1.64,19,15,+4,+0.28,-0.37,0,10,18,4,44,6,10,,,0,Ligue-2,60,2019-2020
Ugo Bonnet,fr FRA,FW,Rodez Aveyron,25,1993,25,22,2012,22.4,11,1,11,0,0,1,0,0.49,0.04,0.54,0.49,0.54,63,26,41.3,2.82,1.16,0.17,0.42,,80,79.8,88,16,3,26,0,1.28,28,26,+2,+0.09,+0.98,0,25,46,13,18,12,7,,,0,Ligue-2,60,2019-2020
Kenji-Van Boto,fr FRA,DF,Auxerre,23,1996,7,3,362,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.25,0.00,0.00,,,52,14.4,91,3,4,22,15,1.29,7,5,+2,+0.50,+0.54,0,4,4,0,12,6,3,,,0,Ligue-2,60,2019-2020
Zacharie Boucher,fr FRA,GK,Auxerre,27,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,3.6,90,1,0,,23,0.00,0,1,-1,-1.00,-1.07,0,0,0,0,0,0,0,,,0,Ligue-2,60,2019-2020
Mehdi Boudjemaa,dz ALG,MF,Guingamp,21,1998,3,0,55,0.6,0,1,0,0,0,0,0,0.00,1.64,1.64,0.00,1.64,2,0,0.0,3.27,0.00,0.00,,,18,2.2,,0,3,17,10,2.33,1,0,+1,+1.64,+1.42,0,3,0,0,1,1,1,,,0,Ligue-2,60,2019-2020
Razak Boukari,tg TOG,FW,Châteauroux,32,1987,1,1,43,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,1,100.0,2.09,2.09,0.00,0.00,,43,1.7,43,0,0,,0,0.00,0,1,-1,-2.09,-1.55,0,0,1,2,0,0,0,,,0,Ligue-2,60,2019-2020
Yacine Bourhane,km COM,MF,Niort,20,1998,7,3,213,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.42,0.00,0.00,,,30,8.5,63,0,4,6,18,1.00,0,4,-4,-1.69,-1.42,0,5,0,0,3,2,0,,,0,Ligue-2,60,2019-2020
Aymen Boutoutaou,fr FRA,FW,Valenciennes,18,2001,3,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,4.74,0.00,0.00,,,13,1.5,,0,3,12,3,2.00,1,0,+1,+2.37,+2.26,0,2,2,0,0,0,0,,,0,Ligue-2,60,2019-2020
Umut Bozok,tr TUR,FW,Lorient,22,1996,16,7,711,7.9,2,1,2,0,0,1,0,0.25,0.13,0.38,0.25,0.38,24,7,29.2,3.04,0.89,0.08,0.29,,44,28.2,70,0,9,24,5,1.69,11,7,+4,+0.51,-0.29,0,20,20,9,1,0,3,,,0,Ligue-2,60,2019-2020
Quentin Braat,fr FRA,GK,Niort,22,1997,16,15,1374,15.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,86,54.5,90,15,1,23,11,0.69,18,29,-11,-0.72,-0.72,0,1,3,0,0,0,0,,,1,Ligue-2,60,2019-2020
Lilian Brassier,fr FRA,"DF,MF",Valenciennes,19,1999,24,22,1965,21.8,0,2,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,12,2,16.7,0.55,0.09,0.00,0.00,,82,78.0,85,17,2,45,0,1.63,16,14,+2,+0.09,-0.23,0,26,21,1,74,20,20,,,0,Ligue-2,60,2019-2020
Yohan Brun,fr FRA,MF,Grenoble,24,1994,10,2,296,3.3,1,0,1,0,0,0,0,0.30,0.00,0.30,0.30,0.30,9,5,55.6,2.74,1.52,0.11,0.20,,30,11.7,79,1,8,17,7,1.20,2,4,-2,-0.61,-0.61,0,14,7,1,13,2,3,,,0,Ligue-2,60,2019-2020
Gaëtan Bussmann,fr FRA,DF,Guingamp,28,1991,8,8,719,8.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,5,2,40.0,0.63,0.25,0.00,0.00,,90,28.5,90,7,0,,7,1.38,12,8,+4,+0.50,+0.35,0,7,10,1,15,16,10,,,0,Ligue-2,60,2019-2020
Édouard Butin,fr FRA,FW,Orléans,31,1988,5,3,190,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4,1,25.0,1.89,0.47,0.00,0.00,,38,7.5,55,0,2,12,0,0.00,0,4,-4,-1.89,-1.20,0,1,1,3,1,1,0,,,0,Ligue-2,60,2019-2020
Jimmy Cabot,fr FRA,MF,Lorient,25,1994,27,19,1724,19.2,4,2,4,0,0,4,0,0.21,0.10,0.31,0.21,0.31,38,13,34.2,1.98,0.68,0.11,0.31,,64,68.4,84,12,8,17,0,2.00,30,13,+17,+0.89,+0.55,0,19,25,1,119,13,21,,,0,Ligue-2,60,2019-2020
Kevin Cabral,fr FRA,"MF,FW",Valenciennes,20,1999,22,5,785,8.7,1,2,1,0,0,1,0,0.11,0.23,0.34,0.11,0.34,18,6,33.3,2.06,0.69,0.06,0.17,,36,31.2,70,2,17,25,5,1.41,12,8,+4,+0.46,+0.46,0,7,18,3,8,11,12,,,0,Ligue-2,60,2019-2020
