Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,PKwon,PKcon,OG,League Name,League ID,Season
Serey Die,ci CIV,MF,ch Basel,32,1984,5,3,287,3.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,0.94,0.31,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,39.9,,2,2,,1,1.80,2,6,-4,-1.25,-2.71,0,6,0,0,0,Champions-League,8,2017-2018
Eric Dier,eng ENG,"MF,DF",eng Tottenham,23,1994,7,7,614,6.8,0,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,4,2,50.0,0.59,0.29,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,85.3,,6,0,,0,2.00,15,8,+7,+1.03,-1.52,0,3,0,0,0,Champions-League,8,2017-2018
Lucas Digne,fr FRA,DF,es Barcelona,24,1993,3,3,270,3.0,1,0,1,0,0,1,0,0.33,0.00,0.33,0.33,0.33,1,1,100.0,0.33,0.33,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,30.0,,3,0,,4,2.33,5,1,+4,+1.33,+0.33,0,4,0,0,0,Champions-League,8,2017-2018
Virgil van Dijk,nl NED,DF,eng Liverpool,26,1991,6,6,540,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.33,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,46.2,,6,0,,1,2.00,18,10,+8,+1.33,-1.10,0,7,0,0,0,Champions-League,8,2017-2018
Kevin Diks,nl NED,DF,nl Feyenoord,20,1996,3,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,33.3,,1,1,,2,0.00,1,3,-2,-1.00,+0.75,0,4,0,0,0,Champions-League,8,2017-2018
Joshgun Diniyev,az AZE,MF,az Qarabağ FK,21,1995,2,0,64,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,11.9,,0,2,,3,1.00,0,5,-5,-7.03,-5.71,0,1,0,0,0,Champions-League,8,2017-2018
Bas Dost,nl NED,FW,pt Sporting CP,28,1989,6,3,378,4.2,2,0,2,0,0,1,0,0.48,0.00,0.48,0.48,0.48,12,4,33.3,2.86,0.95,0.17,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,70.0,,2,3,,0,1.38,5,9,-4,-0.95,-2.62,0,4,0,0,0,Champions-League,8,2017-2018
Douglas,br BRA,DF,pt Benfica,26,1990,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,0,0.0,1.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,50.0,,3,0,,0,0.00,0,5,-5,-1.67,+1.00,0,5,0,1,0,Champions-League,8,2017-2018
Seydou Doumbia,ci CIV,FW,pt Sporting CP,29,1987,4,2,119,1.3,1,1,1,0,0,1,0,0.76,0.76,1.51,0.76,1.51,3,2,66.7,2.27,1.51,0.33,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,22.0,,0,2,,0,1.33,3,0,+3,+2.27,+3.12,0,3,0,0,0,Champions-League,8,2017-2018
Julian Draxler,de GER,MF,fr Paris S-G,23,1993,8,3,315,3.5,0,1,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,4,3,75.0,1.14,0.86,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,43.8,,1,5,,0,1.88,13,6,+7,+2.00,-0.44,0,4,0,0,0,Champions-League,8,2017-2018
Danny Drinkwater,eng ENG,MF,eng Chelsea,27,1990,3,0,40,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,2.25,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5.6,,0,3,,1,1.33,1,0,+1,+2.25,+1.72,0,2,0,0,0,Champions-League,8,2017-2018
Paulo Dybala,ar ARG,"MF,FW",it Juventus,23,1993,8,8,661,7.3,1,0,1,0,0,0,2,0.14,0.00,0.14,0.14,0.14,33,11,33.3,4.49,1.50,0.03,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,73.4,,5,0,,0,1.75,8,8,0,0.00,-0.75,1,6,0,0,0,Champions-League,8,2017-2018
Alan Dzagoev,ru RUS,"MF,FW",ru CSKA Moscow,27,1990,5,4,367,4.1,2,0,2,0,0,1,0,0.49,0.00,0.49,0.49,0.49,13,7,53.8,3.19,1.72,0.15,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,68.0,,1,1,,0,2.33,7,7,0,0.00,+1.04,0,4,0,0,0,Champions-League,8,2017-2018
Edin Džeko,ba BIH,FW,it Roma,31,1986,12,12,1078,12.0,8,2,8,0,0,1,0,0.67,0.17,0.83,0.67,0.83,46,17,37.0,3.84,1.42,0.17,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,99.8,,10,0,,0,1.67,21,19,+2,+0.17,+0.17,0,10,1,0,0,Champions-League,8,2017-2018
Georgi Dzhikiya,ru RUS,DF,ru Spartak Moscow,23,1993,5,5,420,4.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.21,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,77.8,,4,0,,0,1.00,8,10,-2,-0.43,+1.07,0,7,0,1,0,Champions-League,8,2017-2018
Lorenzo Ebecilio,nl NED,"MF,FW",cy APOEL FC,25,1991,4,3,259,2.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,4,1,25.0,1.39,0.35,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,48.0,,1,1,,0,1.40,1,7,-6,-2.08,+0.80,0,6,0,0,0,Champions-League,8,2017-2018
Ederson,br BRA,GK,eng Manchester City,23,1993,9,9,810,9.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90.0,,9,0,,1,2.00,19,10,+9,+1.00,+2.00,0,0,0,0,0,Champions-League,8,2017-2018
Odsonne Édouard,fr FRA,FW,sct Celtic,19,1998,2,0,37,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,6.9,,0,2,,0,0.00,0,2,-2,-4.86,-2.90,0,0,0,0,0,Champions-League,8,2017-2018
Giorgos Efrem,cy CYP,MF,cy APOEL FC,28,1989,1,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,3.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5.6,,0,1,,1,1.75,0,0,0,0.00,+2.65,0,0,0,0,0,Champions-League,8,2017-2018
Omar Elabdellaoui,no NOR,DF,gr Olympiacos,25,1991,4,4,360,4.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1,1,100.0,0.25,0.25,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,66.7,,4,0,,2,1.17,3,8,-5,-1.25,+0.75,0,5,0,0,0,Champions-League,8,2017-2018
Eliseu,pt POR,DF,pt Benfica,33,1983,3,2,199,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3,2,66.7,1.36,0.90,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,36.9,,1,1,,1,0.00,0,5,-5,-2.26,-0.15,0,2,0,0,0,Champions-League,8,2017-2018
Mohamed Elyounoussi,no NOR,"FW,MF",ch Basel,22,1994,8,7,641,7.1,2,1,2,0,0,0,0,0.28,0.14,0.42,0.28,0.42,21,12,57.1,2.95,1.68,0.10,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,89.0,,5,1,,0,1.88,9,10,-1,-0.14,-4.70,0,12,0,0,0,Champions-League,8,2017-2018
Tarik Elyounoussi,no NOR,"FW,MF",az Qarabağ FK,29,1988,3,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,5.63,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5.9,,0,3,,0,0.33,0,1,-1,-2.81,-0.86,0,1,0,0,0,Champions-League,8,2017-2018
Emmanuel Emenike,ng NGA,FW,gr Olympiacos,30,1987,2,1,116,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,1.55,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,21.5,,0,1,,0,1.00,2,2,0,0.00,+1.91,0,2,0,0,0,Champions-League,8,2017-2018
Björn Engels,be BEL,DF,gr Olympiacos,22,1994,5,5,450,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.40,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,83.3,,5,0,,1,0.20,3,10,-7,-1.40,+0.60,0,0,0,0,0,Champions-League,8,2017-2018
Christian Eriksen,dk DEN,MF,eng Tottenham,25,1992,6,6,535,5.9,2,1,2,0,0,0,0,0.34,0.17,0.50,0.34,0.50,20,6,30.0,3.36,1.01,0.10,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,74.3,,4,0,,0,1.83,12,8,+4,+0.67,-2.25,0,7,0,0,0,Champions-League,8,2017-2018
Caner Erkin,tr TUR,DF,tr Beşiktaş,28,1988,6,6,519,5.8,0,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,2,0,0.0,0.35,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,72.1,,5,0,,1,2.00,10,9,+1,+0.17,+1.07,0,3,0,0,0,Champions-League,8,2017-2018
Sergio Escudero,es ESP,DF,es Sevilla,27,1989,10,10,900,10.0,0,2,0,0,0,2,0,0.00,0.20,0.20,0.00,0.20,13,2,15.4,1.30,0.20,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,10,0,,0,1.50,15,15,0,0.00,,0,9,0,0,0,Champions-League,8,2017-2018
Fabinho,br BRA,MF,fr Monaco,23,1993,5,5,450,5.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.20,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,83.3,,5,0,,1,0.40,4,11,-7,-1.40,+1.60,0,10,0,0,0,Champions-League,8,2017-2018
Cesc Fàbregas,es ESP,MF,eng Chelsea,30,1987,8,8,691,7.7,1,1,0,1,1,0,0,0.13,0.13,0.26,0.00,0.13,6,3,50.0,0.78,0.39,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,96.0,,5,0,,0,1.50,16,12,+4,+0.52,-2.58,0,4,0,0,0,Champions-League,8,2017-2018
Fabricio,es ESP,GK,tr Beşiktaş,29,1987,6,6,540,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,75.0,,6,0,,2,1.83,9,9,0,0.00,+0.50,0,0,0,0,0,Champions-League,8,2017-2018
Radamel Falcao,co COL,FW,fr Monaco,31,1986,5,4,383,4.3,3,0,3,0,0,0,0,0.70,0.00,0.70,0.70,0.70,13,6,46.2,3.05,1.41,0.23,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,70.9,,3,1,,0,0.20,4,11,-7,-1.64,+0.07,0,8,0,1,0,Champions-League,8,2017-2018
Agustín Farías,ar ARG,MF,cy APOEL FC,29,1987,4,0,84,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,15.6,,0,4,,2,0.83,0,1,-1,-1.07,+1.69,0,3,0,0,0,Champions-League,8,2017-2018
Federico Fazio,ar ARG,DF,it Roma,30,1987,11,10,922,10.2,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,6,0,0.0,0.59,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,85.4,,10,1,,1,1.55,19,18,+1,+0.10,-0.47,0,8,0,0,0,Champions-League,8,2017-2018
Ljubomir Fejsa,rs SRB,MF,pt Benfica,28,1988,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,66.7,,4,0,,0,0.00,0,10,-10,-2.50,-1.00,0,4,0,1,0,Champions-League,8,2017-2018
Felipe,br BRA,DF,pt Porto,28,1989,7,7,578,6.4,1,1,1,0,0,0,1,0.16,0.16,0.31,0.16,0.31,4,1,25.0,0.62,0.16,0.25,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,80.3,,6,0,,0,1.57,12,8,+4,+0.62,+3.16,0,10,0,0,0,Champions-League,8,2017-2018
Marouane Fellaini,be BEL,MF,eng Manchester Utd,29,1987,3,2,221,2.5,1,0,1,0,0,0,0,0.41,0.00,0.41,0.41,0.41,7,2,28.6,2.85,0.81,0.14,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,30.7,,1,1,,0,1.00,3,1,+2,+0.81,-0.27,0,5,0,0,0,Champions-League,8,2017-2018
Bruno Fernandes,pt POR,MF,pt Sporting CP,22,1994,6,6,537,6.0,1,1,1,0,0,2,0,0.17,0.17,0.34,0.17,0.34,24,5,20.8,4.02,0.84,0.04,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,99.4,,5,0,,0,1.38,8,7,+1,+0.17,+60.17,0,9,0,0,0,Champions-League,8,2017-2018
Mário Fernandes,ru RUS,"MF,DF",ru CSKA Moscow,26,1990,6,6,540,6.0,0,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,3,0,0.0,0.50,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,6,0,,0,2.10,8,10,-2,-0.33,,0,7,0,0,0,Champions-League,8,2017-2018
Augusto Fernández,ar ARG,MF,es Atlético Madrid,31,1986,1,1,58,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,1.55,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,10.7,,0,0,,2,3.00,0,0,0,0.00,-0.19,0,0,0,0,0,Champions-League,8,2017-2018
Fernandinho,br BRA,"MF,DF",eng Manchester City,32,1985,8,8,682,7.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,8,0,0.0,1.06,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,75.8,,6,0,,1,1.88,17,10,+7,+0.92,+0.51,0,16,0,1,0,Champions-League,8,2017-2018
Fernando,br BRA,MF,ru Spartak Moscow,25,1992,6,6,540,6.0,1,1,1,0,0,2,0,0.17,0.17,0.33,0.17,0.33,7,4,57.1,1.17,0.67,0.14,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,6,0,,0,1.00,9,13,-4,-0.67,,0,10,0,0,0,Champions-League,8,2017-2018
Facundo Ferreyra,ar ARG,FW,ua Shakhtar,26,1991,8,8,703,7.8,3,1,3,0,0,3,0,0.38,0.13,0.51,0.38,0.51,20,7,35.0,2.56,0.90,0.15,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,97.6,,4,0,,0,1.88,11,10,+1,+0.13,+5.42,0,17,0,0,0,Champions-League,8,2017-2018
Diogo Figueiras,pt POR,"DF,MF",gr Olympiacos,26,1991,4,4,360,4.0,0,2,0,0,0,3,0,0.00,0.50,0.50,0.00,0.50,6,0,0.0,1.50,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,66.7,,4,0,,0,1.14,3,8,-5,-1.25,+0.75,0,4,0,0,0,Champions-League,8,2017-2018
Tobias Figueiredo,pt POR,DF,pt Sporting CP,23,1994,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2.4,,0,1,,3,3.00,0,1,-1,-6.92,-6.92,0,0,0,0,0,Champions-League,8,2017-2018
Roberto Firmino,br BRA,FW,eng Liverpool,25,1991,13,13,1056,11.7,10,8,10,0,1,2,0,0.85,0.68,1.53,0.85,1.53,46,18,39.1,3.92,1.53,0.22,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,90.3,,4,0,,0,2.07,35,15,+20,+1.70,-2.24,0,16,1,0,0,Champions-League,8,2017-2018
Alessandro Florenzi,it ITA,"DF,MF",it Roma,26,1991,10,8,708,7.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,5,1,20.0,0.64,0.13,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,65.6,,5,2,,1,1.90,15,12,+3,+0.38,+0.62,0,5,0,0,0,Champions-League,8,2017-2018
Phil Foden,eng ENG,MF,eng Manchester City,17,2000,3,2,194,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.46,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,21.6,,1,1,,2,1.00,3,4,-1,-0.46,-1.61,0,2,0,0,0,Champions-League,8,2017-2018
James Forrest,sct SCO,"MF,FW",sct Celtic,26,1991,6,3,306,3.4,0,1,0,0,0,0,0,0.00,0.29,0.29,0.00,0.29,11,2,18.2,3.24,0.59,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,56.7,,3,3,,0,1.33,3,12,-9,-2.65,-1.11,0,1,0,0,0,Champions-League,8,2017-2018
Emil Forsberg,se SWE,MF,de RB Leipzig,25,1991,5,5,412,4.6,2,0,2,0,0,0,0,0.44,0.00,0.44,0.44,0.44,12,3,25.0,2.62,0.66,0.17,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,76.3,,2,0,,0,1.40,9,9,0,0.00,+0.70,0,6,0,0,0,Champions-League,8,2017-2018
Hernâni Fortes,pt POR,"FW,MF",pt Porto,25,1991,2,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,5.29,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2.4,,0,2,,2,0.00,0,1,-1,-5.29,-5.42,0,1,0,0,0,Champions-League,8,2017-2018
Kostas Fortounis,gr GRE,"MF,FW",gr Olympiacos,24,1992,6,3,246,2.7,0,1,0,0,0,0,0,0.00,0.37,0.37,0.00,0.37,6,2,33.3,2.20,0.73,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,45.6,,0,3,,0,0.89,1,7,-6,-2.20,-1.28,0,2,0,0,0,Champions-League,8,2017-2018
Juan Foyth,ar ARG,DF,eng Tottenham,19,1998,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,1.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,12.5,,1,0,,4,3.00,3,0,+3,+3.00,+2.00,0,4,0,0,0,Champions-League,8,2017-2018
