Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,League Name,League ID,Season
Migouel Alfarela,fr FRA,"FW,MF",Paris FC,24,1997,16,4,527,5.9,1,1,1,0,0,1,0,0.17,0.17,0.34,0.17,0.34,15,6,40.0,2.56,1.02,0.07,0.17,,33,34.4,68,0,12,21,1,1.69,6,6,0,0.00,-0.45,0,5,2,2,8,4,5,,,0,Ligue-2,60,2021-2022
Chaker Alhadhur,km COM,"DF,MF",Ajaccio,30,1991,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,4,0.3,,0,1,4,5,3.00,0,0,0,0.00,-0.59,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Nabil Alioui,fr FRA,"MF,FW",Le Havre,22,1999,15,9,805,8.9,1,1,1,0,0,0,0,0.11,0.11,0.22,0.11,0.22,16,5,31.3,1.79,0.56,0.06,0.20,,54,52.6,80,2,6,14,0,1.87,6,3,+3,+0.34,-0.16,0,8,22,2,33,4,4,,,0,Ligue-2,60,2021-2022
Saturnin Allagbé,bj BEN,GK,Valenciennes,28,1993,7,7,630,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,41.2,90,7,0,,2,0.71,4,11,-7,-1.00,-0.80,0,0,0,0,0,0,2,,,0,Ligue-2,60,2021-2022
Mickaël Alphonse,gp GLP,"DF,MF",Amiens,32,1989,16,15,1355,15.1,1,1,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13,16,4,25.0,1.06,0.27,0.06,0.25,,85,88.6,90,15,1,5,0,0.94,15,16,-1,-0.07,-1.09,0,15,18,2,51,38,21,,,0,Ligue-2,60,2021-2022
Steve Ambri,gw GNB,MF,Sochaux,24,1997,12,4,480,5.3,1,2,0,1,1,3,0,0.19,0.37,0.56,0.00,0.37,9,2,22.2,1.69,0.37,0.00,0.00,,40,31.4,72,1,8,24,0,1.83,8,6,+2,+0.37,+0.20,0,16,18,4,10,4,6,,,0,Ligue-2,60,2021-2022
Achille Anani,ci CIV,"FW,MF",Grenoble,26,1994,14,10,865,9.6,1,1,1,0,1,2,0,0.10,0.10,0.21,0.10,0.21,18,8,44.4,1.87,0.83,0.06,0.13,,62,56.5,76,5,4,25,0,1.00,6,15,-9,-0.94,-1.48,0,24,15,13,3,1,3,,,0,Ligue-2,60,2021-2022
Janis Antiste,fr FRA,FW,Toulouse,19,2002,3,1,129,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,2.09,0.70,0.00,0.00,,43,9.0,79,0,2,25,0,2.33,3,2,+1,+0.70,-0.74,0,2,2,0,2,1,0,,,0,Ligue-2,60,2021-2022
Said Arab,fr FRA,FW,Paris FC,21,2000,2,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,3.75,0.00,0.00,,,12,1.6,,0,2,12,4,3.00,0,0,0,0.00,-0.30,0,2,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Taïryk Arconte,fr FRA,FW,Ajaccio,18,2003,8,0,116,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.78,0.00,0.00,,,15,7.6,,0,8,15,2,1.63,1,0,+1,+0.78,+0.20,0,7,3,3,4,0,2,,,0,Ligue-2,60,2021-2022
Carlens Arcus,ht HAI,DF,Auxerre,25,1996,12,9,814,9.0,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,3,0,0.0,0.33,0.00,0.00,,,68,53.2,88,8,3,9,4,1.75,19,12,+7,+0.77,+0.65,0,9,4,1,35,23,10,,,0,Ligue-2,60,2021-2022
Karim Aribi,dz ALG,FW,Nîmes,27,1994,7,2,226,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,5,2,40.0,1.99,0.80,0.00,0.00,,32,14.8,65,0,5,19,1,0.71,4,3,+1,+0.40,+0.61,0,6,4,2,3,1,4,,,0,Ligue-2,60,2021-2022
Romain Armand,fr FRA,MF,Pau FC,34,1987,16,15,1285,14.3,2,3,2,0,0,1,0,0.14,0.21,0.35,0.14,0.35,28,15,53.6,1.96,1.05,0.07,0.13,,80,84.0,84,6,1,25,0,1.44,15,16,-1,-0.07,-0.44,0,7,20,5,46,10,5,,,0,Ligue-2,60,2021-2022
Yoël Armougom,fr FRA,DF,Caen,23,1998,13,12,1084,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5,1,20.0,0.42,0.08,0.00,0.00,,83,70.8,87,9,1,45,2,1.15,13,12,+1,+0.08,+0.49,0,9,9,0,42,28,14,,,0,Ligue-2,60,2021-2022
Toluwalas Arokodare,ng NGA,FW,Amiens,21,2000,14,5,578,6.4,3,1,2,1,1,2,1,0.47,0.16,0.62,0.31,0.47,25,10,40.0,3.89,1.56,0.08,0.20,,41,37.8,69,1,9,26,0,1.14,8,9,-1,-0.16,-0.34,1,17,7,7,3,2,2,,,0,Ligue-2,60,2021-2022
Roger Assalé,ci CIV,"MF,FW",Dijon,28,1993,4,2,149,1.7,2,0,2,0,0,0,0,1.21,0.00,1.21,1.21,1.21,3,3,100.0,1.81,1.81,0.67,0.67,,37,9.7,55,1,2,20,0,0.25,3,4,-1,-0.60,-0.28,0,2,6,0,1,0,0,,,0,Ligue-2,60,2021-2022
Ebenezer Assifuah,gh GHA,FW,Pau FC,28,1993,17,8,743,8.3,5,0,5,0,0,1,0,0.61,0.00,0.61,0.61,0.61,28,11,39.3,3.39,1.33,0.18,0.45,,44,48.6,69,0,9,21,0,1.41,10,10,0,0.00,0.00,0,27,28,12,13,3,8,,,0,Ligue-2,60,2021-2022
Mathias Autret,fr FRA,MF,Auxerre,30,1991,15,14,1223,13.6,4,1,1,3,3,1,0,0.29,0.07,0.37,0.07,0.15,30,14,46.7,2.21,1.03,0.03,0.07,,82,79.9,84,7,1,45,0,1.60,18,15,+3,+0.22,-1.25,0,13,9,2,65,15,10,,,0,Ligue-2,60,2021-2022
Cédric Avinel,gp GLP,DF,Ajaccio,35,1986,15,13,1224,13.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.15,0.00,0.00,,,82,80.0,90,13,2,27,2,1.93,14,7,+7,+0.51,-0.37,0,9,7,0,0,10,3,,,0,Ligue-2,60,2021-2022
Floyd Ayité,tg TOG,"FW,MF",Valenciennes,32,1988,13,9,663,7.4,0,2,0,0,0,1,0,0.00,0.27,0.27,0.00,0.27,12,3,25.0,1.63,0.41,0.00,0.00,,51,43.3,63,3,4,23,0,1.15,8,13,-5,-0.68,-0.26,0,16,20,12,15,2,4,,,0,Ligue-2,60,2021-2022
Neil El Aynaoui,fr FRA,MF,Nancy,20,2001,6,2,161,1.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,4,1,25.0,2.24,0.56,0.00,0.00,,27,10.5,45,0,4,18,1,0.50,1,3,-2,-1.12,-0.26,0,4,7,0,0,3,3,,,0,Ligue-2,60,2021-2022
Abdoullah Ba,fr FRA,"MF,FW",Le Havre,18,2003,12,5,453,5.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,7,4,57.1,1.39,0.79,0.00,0.00,,38,29.6,69,0,7,16,3,1.33,3,2,+1,+0.20,-0.30,0,10,12,0,5,4,1,,,0,Ligue-2,60,2021-2022
Alioune Ba,fr FRA,DF,Dunkerque,32,1989,10,10,764,8.5,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.24,0.00,0.00,,,76,49.9,76,8,0,,0,0.90,3,11,-8,-0.94,-0.94,0,10,21,1,0,5,6,,,0,Ligue-2,60,2021-2022
El-Hadji Ba,fr FRA,MF,Guingamp,28,1993,10,6,503,5.6,1,0,1,0,0,1,0,0.18,0.00,0.18,0.18,0.18,6,2,33.3,1.07,0.36,0.17,0.50,,50,32.9,72,0,4,17,3,1.40,7,7,0,0.00,+0.26,0,16,13,0,0,6,14,,,0,Ligue-2,60,2021-2022
Aliou Badji,sn SEN,"FW,MF",Amiens,24,1997,9,8,572,6.4,3,1,3,0,0,2,0,0.47,0.16,0.63,0.47,0.63,17,7,41.2,2.67,1.10,0.18,0.43,,64,37.4,69,1,1,24,0,1.33,8,4,+4,+0.63,+0.91,0,11,6,2,1,2,1,,,0,Ligue-2,60,2021-2022
Yassine Bahassa,ma MAR,MF,Quevilly-Rouen,29,1992,16,11,954,10.6,0,3,0,0,0,1,0,0.00,0.28,0.28,0.00,0.28,12,5,41.7,1.13,0.47,0.00,0.00,,60,62.4,75,3,5,26,1,1.06,9,13,-4,-0.38,-0.06,0,15,10,1,54,9,4,,,0,Ligue-2,60,2021-2022
Thierno Balde,fr FRA,DF,Le Havre,19,2002,14,13,1126,12.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,80,73.6,87,8,1,1,2,1.79,12,7,+5,+0.40,-0.05,0,5,9,0,10,13,11,,,0,Ligue-2,60,2021-2022
Franck-Yves Bambock,fr FRA,"MF,DF",Grenoble,26,1995,11,9,852,9.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.21,0.00,0.00,,,77,55.7,89,7,2,28,0,1.55,11,8,+3,+0.32,+1.38,0,18,21,0,0,15,6,,,0,Ligue-2,60,2021-2022
Mamady Bangré,fr FRA,FW,Toulouse,20,2001,4,2,124,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,6,0,0.0,4.35,0.00,0.00,,,31,8.6,45,0,2,17,5,2.25,2,2,0,0.00,-1.50,0,3,4,0,1,1,0,,,0,Ligue-2,60,2021-2022
Damon Bansais,fr FRA,DF,Quevilly-Rouen,27,1994,14,12,1127,12.5,0,1,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,3,1,33.3,0.24,0.08,0.00,0.00,,81,73.7,86,10,2,48,1,1.14,13,18,-5,-0.40,-0.18,0,30,24,0,13,23,15,,,0,Ligue-2,60,2021-2022
Pierre Bardy,fr FRA,DF,Rodez Aveyron,29,1992,13,12,1062,11.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,7,0,0.0,0.59,0.00,0.00,,,82,69.4,85,9,1,45,2,1.38,12,12,0,0.00,-0.58,0,9,19,0,13,25,11,,,0,Ligue-2,60,2021-2022
Mickaël Barreto,fr FRA,"MF,FW",Ajaccio,30,1991,13,8,667,7.4,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,18,5,27.8,2.43,0.67,0.00,0.00,,51,43.6,74,0,5,16,0,1.77,8,5,+3,+0.40,-0.33,0,14,4,0,71,10,14,,,0,Ligue-2,60,2021-2022
Maxime Barthelmé,fr FRA,MF,Guingamp,33,1988,13,12,854,9.5,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,16,8,50.0,1.69,0.84,0.00,0.00,,66,55.8,70,0,1,15,3,1.23,8,12,-4,-0.42,-0.55,0,17,17,6,57,3,10,,,0,Ligue-2,60,2021-2022
Thomas Basila,fr FRA,DF,Nancy,22,1999,11,10,934,10.4,0,1,0,0,0,5,1,0.00,0.10,0.10,0.00,0.10,2,0,0.0,0.19,0.00,0.00,,,85,61.0,90,9,1,35,0,1.00,10,13,-3,-0.29,+1.52,1,14,6,0,1,12,3,,,0,Ligue-2,60,2021-2022
Enzo Basilio,fr FRA,GK,Guingamp,27,1994,16,16,1440,16.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,94.1,90,16,0,,0,1.31,21,22,-1,-0.06,+1.94,0,1,1,0,0,0,0,,,0,Ligue-2,60,2021-2022
Norman Bassette,be BEL,FW,Caen,17,2004,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,6,0.4,,0,1,6,1,0.00,0,0,0,0.00,+0.06,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Antoine Batisse,fr FRA,DF,Pau FC,26,1995,14,14,1209,13.4,0,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00,6,1,16.7,0.45,0.07,0.00,0.00,,86,79.0,86,12,0,,0,1.29,13,12,+1,+0.07,+0.35,1,20,9,4,3,23,12,,,0,Ligue-2,60,2021-2022
Cyrille Bayala,bf BFA,MF,Ajaccio,25,1996,9,9,634,7.0,0,2,0,0,0,1,0,0.00,0.28,0.28,0.00,0.28,8,3,37.5,1.14,0.43,0.00,0.00,,70,41.4,70,2,0,,0,2.00,7,2,+5,+0.71,+0.21,0,17,5,3,16,6,6,,,0,Ligue-2,60,2021-2022
Yanis Begraoui,fr FRA,FW,Toulouse,20,2001,10,1,226,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,8,3,37.5,3.19,1.19,0.00,0.00,,23,15.7,68,0,9,18,1,2.20,5,3,+2,+0.80,-0.69,0,0,2,1,0,4,2,,,0,Ligue-2,60,2021-2022
Erwan Belhadji,fr FRA,MF,Dijon,20,2001,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,1.00,0.00,0.00,,,90,5.9,90,1,0,,8,0.00,0,2,-2,-2.00,-1.75,0,0,0,0,3,1,0,,,0,Ligue-2,60,2021-2022
Sami Belkorchia,fr FRA,DF,Quevilly-Rouen,26,1995,3,1,94,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.96,0.00,0.00,,,31,6.1,62,0,2,16,1,1.33,1,1,0,0.00,+0.38,0,1,1,0,0,0,2,,,0,Ligue-2,60,2021-2022
Anthony Belmonte,fr FRA,MF,Grenoble,26,1995,13,11,950,10.6,1,0,0,1,1,3,0,0.09,0.00,0.09,0.00,0.00,10,3,30.0,0.95,0.28,0.00,0.00,,73,62.1,81,5,2,31,0,0.85,5,18,-13,-1.23,-2.47,0,17,8,1,30,13,10,,,0,Ligue-2,60,2021-2022
Mohamed Ben Fredj,tn TUN,FW,Auxerre,21,2000,2,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,7.50,0.00,0.00,,,6,0.8,,0,2,6,13,3.00,0,0,0,0.00,-0.47,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Chaouki Ben Saada,tn TUN,"FW,MF",Bastia,37,1984,8,0,102,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.88,0.00,0.00,,,13,6.7,,0,8,13,2,1.00,1,3,-2,-1.76,-1.70,0,4,3,0,1,1,2,,,0,Ligue-2,60,2021-2022
Samy Benchamma,fr FRA,MF,Niort,21,2000,13,7,712,7.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,2,66.7,0.38,0.25,0.00,0.00,,55,49.4,80,2,6,25,3,1.54,5,9,-4,-0.51,-0.75,0,15,2,0,2,10,14,,,0,Ligue-2,60,2021-2022
Jessy Bénet,fr FRA,MF,Amiens,26,1995,10,7,583,6.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,0.46,0.15,0.00,0.00,,58,38.1,76,1,3,18,0,1.00,4,5,-1,-0.15,-0.34,0,9,12,0,26,9,9,,,0,Ligue-2,60,2021-2022
Yassine Benrahou,fr FRA,"MF,FW",Nîmes,22,1999,17,17,1450,16.1,6,5,5,1,1,0,0,0.37,0.31,0.68,0.31,0.62,32,16,50.0,1.99,0.99,0.16,0.31,,85,94.8,85,11,0,,0,1.18,18,18,0,0.00,+2.25,0,18,16,1,108,6,10,,,0,Ligue-2,60,2021-2022
Yassine Benzia,dz ALG,"MF,FW",Dijon,27,1994,14,12,1079,12.0,4,2,4,0,0,3,0,0.33,0.17,0.50,0.33,0.50,28,11,39.3,2.34,0.92,0.14,0.36,,77,70.5,87,9,2,21,0,1.36,14,15,-1,-0.08,+0.91,0,23,26,2,96,8,10,,,0,Ligue-2,60,2021-2022
Quentin Bernard,fr FRA,DF,Auxerre,32,1989,17,17,1530,17.0,0,3,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,4,0,0.0,0.24,0.00,0.00,,,90,100.0,90,17,0,,0,1.76,28,20,+8,+0.47,,0,25,9,2,50,26,21,,,0,Ligue-2,60,2021-2022
Maxime Bernauer,fr FRA,DF,Paris FC,23,1998,14,11,1027,11.4,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,5,1,20.0,0.44,0.09,0.00,0.00,,73,67.1,88,8,3,20,1,1.50,12,12,0,0.00,-0.89,0,13,10,0,62,23,9,,,1,Ligue-2,60,2021-2022
Dorian Bertrand,mg MAD,MF,Nancy,28,1993,6,2,192,2.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,1.41,0.47,0.00,0.00,,32,12.5,69,0,4,14,1,0.83,1,2,-1,-0.47,+0.47,0,3,6,0,6,4,1,,,0,Ligue-2,60,2021-2022
Steeve Beusnard,fr FRA,MF,Pau FC,29,1992,9,8,670,7.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,7,1,14.3,0.94,0.13,0.00,0.00,,74,43.8,80,3,1,29,0,1.00,4,9,-5,-0.67,-1.19,0,15,17,0,1,5,11,,,0,Ligue-2,60,2021-2022
William Bianda,fr FRA,DF,Nancy,21,2000,11,11,932,10.4,1,1,1,0,0,0,0,0.10,0.10,0.19,0.10,0.19,4,1,25.0,0.39,0.10,0.25,1.00,,85,60.9,85,7,0,,0,0.91,10,18,-8,-0.77,+0.28,0,11,11,0,0,17,7,,,0,Ligue-2,60,2021-2022
Yohan Bilingi,fr FRA,DF,Guingamp,22,1999,8,8,706,7.8,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,3,1,33.3,0.38,0.13,0.00,0.00,,88,46.1,88,7,0,,0,1.25,7,8,-1,-0.13,+0.09,1,11,2,0,15,17,5,,,0,Ligue-2,60,2021-2022
Mickaël Biron,mq MTQ,"MF,FW",Nancy,24,1997,16,16,1371,15.2,3,0,2,1,1,3,0,0.20,0.00,0.20,0.13,0.13,49,18,36.7,3.22,1.18,0.04,0.11,,86,89.6,86,9,0,,0,0.75,11,26,-15,-0.98,-0.98,0,38,25,6,9,9,20,,,0,Ligue-2,60,2021-2022
Yohan Bocognano,fr FRA,DF,Bastia,31,1990,16,13,1190,13.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,4,0,0.0,0.30,0.00,0.00,,,74,77.8,89,12,3,11,1,1.06,12,13,-1,-0.08,+0.45,0,11,10,2,2,24,9,,,0,Ligue-2,60,2021-2022
Yann Boe-Kane,fr FRA,"MF,DF",Quevilly-Rouen,30,1991,15,12,1045,11.6,1,0,1,0,0,4,0,0.09,0.00,0.09,0.09,0.09,7,2,28.6,0.60,0.17,0.14,0.50,,70,68.3,85,9,3,10,0,1.07,8,19,-11,-0.95,-1.88,0,22,11,1,3,25,25,,,0,Ligue-2,60,2021-2022
Rémy Boissier,fr FRA,MF,Rodez Aveyron,27,1994,17,16,1414,15.7,1,3,1,0,0,3,0,0.06,0.19,0.25,0.06,0.25,20,9,45.0,1.27,0.57,0.05,0.11,,83,92.4,87,9,1,26,0,1.47,19,15,+4,+0.25,+1.03,0,27,19,2,79,17,14,,,0,Ligue-2,60,2021-2022
Olivier Boissy,sn SEN,FW,Grenoble,22,1999,8,0,137,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,0,0.0,1.97,0.00,0.00,,,17,9.0,,0,8,17,1,1.00,0,4,-4,-2.63,-2.56,0,0,1,1,1,0,2,,,0,Ligue-2,60,2021-2022
Warren Bondo,fr FRA,MF,Nancy,18,2003,11,6,677,7.5,1,0,0,1,1,1,0,0.13,0.00,0.13,0.00,0.00,12,2,16.7,1.60,0.27,0.00,0.00,,62,44.2,87,4,5,31,0,0.64,4,14,-10,-1.33,-0.80,0,16,27,0,17,1,20,,,0,Ligue-2,60,2021-2022
Alexandre Bonnet,fr FRA,MF,Le Havre,35,1986,17,5,564,6.3,1,0,0,1,1,1,0,0.16,0.00,0.16,0.00,0.00,5,1,20.0,0.80,0.16,0.00,0.00,,33,36.9,73,0,12,17,0,1.71,4,4,0,0.00,-0.65,0,5,8,0,21,4,7,,,0,Ligue-2,60,2021-2022
Ugo Bonnet,fr FRA,FW,Rodez Aveyron,28,1993,17,10,985,10.9,2,1,2,0,0,1,0,0.18,0.09,0.27,0.18,0.27,24,6,25.0,2.19,0.55,0.08,0.33,,58,64.4,80,5,7,26,0,1.47,11,11,0,0.00,-0.50,0,9,15,7,10,6,5,,,0,Ligue-2,60,2021-2022
Kenji-Van Boto,fr FRA,DF,Pau FC,25,1996,17,17,1499,16.7,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,10,3,30.0,0.60,0.18,0.00,0.00,,88,98.0,88,15,0,,0,1.41,17,18,-1,-0.06,-2.96,0,17,9,1,51,18,23,,,0,Ligue-2,60,2021-2022
Kouamé Botué,bf BFA,FW,Ajaccio,19,2002,12,6,565,6.3,1,0,1,0,0,2,0,0.16,0.00,0.16,0.16,0.16,18,8,44.4,2.87,1.27,0.06,0.13,,47,36.9,75,0,6,19,3,1.67,2,1,+1,+0.16,-0.68,0,14,14,5,5,3,3,,,0,Ligue-2,60,2021-2022
Dimitri Boudaud,fr FRA,MF,Dunkerque,34,1987,3,0,31,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,10,2.0,,0,3,10,3,0.67,0,0,0,0.00,+0.48,0,1,1,0,2,0,1,,,0,Ligue-2,60,2021-2022
Ismaëlben Boura,fr FRA,DF,Le Havre,21,2000,6,6,520,5.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4,0,0.0,0.69,0.00,0.00,,,87,34.0,87,5,0,,0,1.50,6,5,+1,+0.17,-0.36,0,5,8,0,13,10,2,,,0,Ligue-2,60,2021-2022
Khalid Boutaïb,ma MAR,FW,Le Havre,34,1987,14,13,1118,12.4,3,0,3,0,0,3,1,0.24,0.00,0.24,0.24,0.24,26,8,30.8,2.09,0.64,0.12,0.38,,80,73.1,84,6,1,28,0,1.57,12,8,+4,+0.32,-0.33,0,30,18,9,1,7,20,,,0,Ligue-2,60,2021-2022
Bilal Boutobba,fr FRA,MF,Niort,23,1998,16,14,1270,14.1,3,5,3,0,0,1,0,0.21,0.35,0.57,0.21,0.57,19,11,57.9,1.35,0.78,0.16,0.27,,79,88.2,88,9,2,23,0,1.31,16,15,+1,+0.07,+1.66,0,15,25,4,56,12,12,,,0,Ligue-2,60,2021-2022
Aymen Boutoutaou,fr FRA,"FW,MF",Valenciennes,20,2001,6,5,344,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,8,2,25.0,2.09,0.52,0.00,0.00,,57,22.5,66,0,1,16,0,0.83,1,3,-2,-0.52,+0.01,0,5,12,0,5,2,5,,,0,Ligue-2,60,2021-2022
Samir Bouzar,fr FRA,DF,Nancy,22,1999,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,45,2.9,45,0,0,,1,0.00,0,3,-3,-6.00,-5.27,0,0,0,0,0,0,1,,,0,Ligue-2,60,2021-2022
