Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,League Name,League ID,Season
Nancy,27,27,45.7,14,154,1260,14.0,23,20,23,0,1,29,3,1.64,1.43,3.07,1.64,3.07,160,66,41.3,11.43,4.71,0.14,0.35,,90,100,83,98,53,19,45,0.64,23,9,14,1.0,1,236,214,27,198,157,155,,,1,Ligue-2,60,2021-2022
Nîmes,21,26,45.8,14,154,1260,14.0,19,15,19,0,0,25,1,1.36,1.07,2.43,1.36,2.43,162,50,30.9,11.57,3.57,0.12,0.38,,90,100,83,100,53,19,44,1.0,19,16,3,0.21,0,183,174,13,214,166,159,,,0,Ligue-2,60,2021-2022
Niort,23,26,53.9,14,154,1260,14.0,12,9,12,0,1,28,1,0.86,0.64,1.5,0.86,1.5,158,48,30.4,11.29,3.43,0.08,0.25,,90,100,83,105,48,21,50,1.5,13,15,-2,-0.14,0,209,159,25,300,129,144,,,0,Ligue-2,60,2021-2022
Paris FC,26,26,48.6,14,154,1260,14.0,14,12,13,1,1,15,2,1.0,0.86,1.86,0.93,1.79,139,40,28.8,9.93,2.86,0.09,0.33,,90,100,82,96,56,21,41,1.5,15,17,-2,-0.14,0,153,163,24,243,204,120,,,2,Ligue-2,60,2021-2022
Pau FC,18,26,52.0,14,154,1260,14.0,11,7,10,1,1,21,4,0.79,0.5,1.29,0.71,1.21,143,45,31.5,10.21,3.21,0.07,0.22,,90,100,82,97,54,19,43,1.5,12,14,-2,-0.14,2,183,187,10,275,131,153,,,0,Ligue-2,60,2021-2022
Quevilly-Rouen,24,26,60.4,14,154,1260,14.0,19,15,18,1,1,27,1,1.36,1.07,2.43,1.29,2.36,158,53,33.5,11.29,3.79,0.11,0.34,,90,100,82,97,56,20,41,1.14,19,13,6,0.43,0,208,237,24,271,147,157,,,0,Ligue-2,60,2021-2022
Rodez Aveyron,22,26,52.4,14,154,1260,14.0,15,10,13,2,2,24,2,1.07,0.71,1.79,0.93,1.64,121,39,32.2,8.64,2.79,0.11,0.33,,90,100,82,93,59,20,37,1.36,15,16,-1,-0.07,0,189,169,21,214,154,132,,,0,Ligue-2,60,2021-2022
Sochaux,23,26,44.5,14,154,1260,14.0,7,6,7,0,0,29,2,0.5,0.43,0.93,0.5,0.93,127,35,27.6,9.07,2.5,0.06,0.2,,90,100,83,97,56,19,41,2.0,7,14,-7,-0.5,1,177,177,16,187,163,122,,,2,Ligue-2,60,2021-2022
Toulouse,25,26,39.4,14,154,1260,14.0,12,6,10,2,2,21,3,0.86,0.43,1.29,0.71,1.14,137,43,31.4,9.79,3.07,0.07,0.23,,90,100,82,102,50,22,48,2.07,13,32,-19,-1.36,1,162,201,23,204,145,140,,,1,Ligue-2,60,2021-2022
Valenciennes,25,26,50.6,14,154,1260,14.0,22,17,20,2,3,37,1,1.57,1.21,2.79,1.43,2.64,166,59,35.5,11.86,4.21,0.12,0.34,,90,100,83,98,55,20,43,1.07,22,12,10,0.71,1,223,211,27,300,173,178,,,1,Ligue-2,60,2021-2022
