Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,League Name,League ID,Season
Ogou Akichi,ci CIV,"MF,DF",Nancy,31,1990,15,11,1007,11.2,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,3,0,0.0,0.27,0.00,0.00,,,67,53.3,83,8,4,25,2,0.80,11,22,-11,-0.98,+0.14,0,11,16,0,1,14,10,,,0,Ligue-2,60,2021-2022
Chadrac Akolo,cd COD,"MF,FW",Amiens,26,1995,18,9,851,9.5,3,0,3,0,0,0,0,0.32,0.00,0.32,0.32,0.32,18,10,55.6,1.90,1.06,0.17,0.30,,47,43.0,71,1,9,23,0,1.11,11,12,-1,-0.11,-0.58,0,10,15,7,15,6,1,,,0,Ligue-2,60,2021-2022
Migouel Alfarela,fr FRA,"FW,MF",Paris FC,24,1997,19,4,576,6.4,2,1,2,0,0,1,0,0.31,0.16,0.47,0.31,0.47,16,7,43.8,2.50,1.09,0.13,0.29,,30,32.0,68,0,15,20,1,1.79,7,6,+1,+0.16,-0.43,0,5,2,2,10,4,6,,,0,Ligue-2,60,2021-2022
Chaker Alhadhur,km COM,"DF,MF",Ajaccio,30,1991,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,4,0.2,,0,1,4,7,3.00,0,0,0,0.00,-0.52,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Nabil Alioui,fr FRA,"FW,MF",Le Havre,22,1999,20,14,1244,13.8,3,1,3,0,0,0,0,0.22,0.07,0.29,0.22,0.29,29,12,41.4,2.10,0.87,0.10,0.25,,62,62.8,83,6,6,14,0,1.65,11,8,+3,+0.22,-0.15,0,16,31,4,35,8,6,,,0,Ligue-2,60,2021-2022
Saturnin Allagbé,bj BEN,GK,Valenciennes,28,1993,8,8,720,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,40.0,90,8,0,,2,0.75,5,12,-7,-0.87,-0.46,0,0,0,0,0,0,2,,,0,Ligue-2,60,2021-2022
Mickaël Alphonse,gp GLP,"DF,MF",Amiens,32,1989,16,15,1355,15.1,1,1,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13,16,4,25.0,1.06,0.27,0.06,0.25,,85,68.4,90,15,1,5,0,0.94,15,16,-1,-0.07,-0.93,0,15,18,2,51,38,21,,,0,Ligue-2,60,2021-2022
Steve Ambri,gw GNB,"MF,FW",Sochaux,24,1997,13,5,525,5.8,1,2,0,1,1,3,0,0.17,0.34,0.51,0.00,0.34,11,3,27.3,1.89,0.51,0.00,0.00,,40,26.5,67,1,8,24,0,1.77,8,7,+1,+0.17,-0.14,0,18,21,4,12,4,6,,,0,Ligue-2,60,2021-2022
Achille Anani,ci CIV,FW,Grenoble,27,1994,16,12,1030,11.4,2,1,2,0,1,4,0,0.17,0.09,0.26,0.17,0.26,20,10,50.0,1.75,0.87,0.10,0.20,,64,54.5,77,6,4,25,0,0.88,7,20,-13,-1.14,-1.45,0,31,17,14,3,1,4,,,0,Ligue-2,60,2021-2022
Janis Antiste,fr FRA,FW,Toulouse,19,2002,3,1,129,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,2.09,0.70,0.00,0.00,,43,6.5,79,0,2,25,0,2.33,3,2,+1,+0.70,-0.52,0,2,2,0,2,1,0,,,0,Ligue-2,60,2021-2022
Said Arab,fr FRA,FW,Paris FC,21,2000,2,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,3.75,0.00,0.00,,,12,1.3,,0,2,12,4,3.00,0,0,0,0.00,-0.46,0,2,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Taïryk Arconte,fr FRA,FW,Ajaccio,18,2003,9,0,133,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.68,0.00,0.00,,,15,7.0,,0,9,15,4,1.44,1,1,0,0.00,-0.56,0,8,3,3,5,0,2,,,0,Ligue-2,60,2021-2022
Carlens Arcus,ht HAI,DF,Auxerre,25,1996,14,11,994,11.0,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,4,0,0.0,0.36,0.00,0.00,,,71,55.2,88,10,3,9,4,1.93,22,12,+10,+0.91,+0.91,0,14,5,1,39,25,10,,,0,Ligue-2,60,2021-2022
Karim Aribi,dz ALG,FW,Nîmes,27,1994,8,2,233,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,6,3,50.0,2.32,1.16,0.00,0.00,,29,12.9,65,0,6,17,1,1.00,4,3,+1,+0.39,+0.50,0,6,4,2,3,1,5,,,0,Ligue-2,60,2021-2022
Amir Arli,tr TUR,MF,Dijon,19,2003,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,7,0.4,,0,1,7,2,3.00,0,0,0,0.00,+0.05,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Romain Armand,fr FRA,MF,Pau FC,34,1987,19,17,1443,16.0,2,3,2,0,0,2,0,0.12,0.19,0.31,0.12,0.31,30,15,50.0,1.87,0.94,0.07,0.13,,76,76.3,83,6,2,17,0,1.26,15,19,-4,-0.25,-1.05,0,7,23,5,50,11,5,,,0,Ligue-2,60,2021-2022
Yoël Armougom,fr FRA,"DF,MF",Caen,23,1998,15,13,1177,13.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5,1,20.0,0.38,0.08,0.00,0.00,,78,62.3,87,10,2,24,4,1.20,15,15,0,0.00,-0.25,0,10,9,0,44,28,15,,,0,Ligue-2,60,2021-2022
Toluwalas Arokodare,ng NGA,FW,Amiens,21,2000,19,7,842,9.4,5,1,4,1,1,2,1,0.53,0.11,0.64,0.43,0.53,36,15,41.7,3.85,1.60,0.11,0.27,,44,42.5,70,1,12,29,0,1.21,14,9,+5,+0.53,+0.53,1,23,9,12,5,2,3,,,0,Ligue-2,60,2021-2022
Roger Assalé,ci CIV,"MF,FW",Dijon,28,1993,4,2,149,1.7,2,0,2,0,0,0,0,1.21,0.00,1.21,1.21,1.21,3,3,100.0,1.81,1.81,0.67,0.67,,37,7.5,55,1,2,20,0,0.25,3,4,-1,-0.60,-0.60,0,2,6,0,1,0,0,,,0,Ligue-2,60,2021-2022
Ebenezer Assifuah,gh GHA,FW,Pau FC,28,1993,21,9,873,9.7,5,2,5,0,0,1,0,0.52,0.21,0.72,0.52,0.72,31,11,35.5,3.20,1.13,0.16,0.45,,42,46.2,69,0,12,21,0,1.33,12,14,-2,-0.21,-0.38,0,29,33,15,16,5,9,,,0,Ligue-2,60,2021-2022
Mathias Autret,fr FRA,MF,Auxerre,30,1991,18,17,1460,16.2,5,3,2,3,3,2,0,0.31,0.18,0.49,0.12,0.31,40,20,50.0,2.47,1.23,0.05,0.10,,81,81.1,83,8,1,45,0,1.67,22,18,+4,+0.25,-1.34,0,16,9,3,75,15,13,,,0,Ligue-2,60,2021-2022
Cédric Avinel,gp GLP,DF,Ajaccio,35,1986,19,17,1584,17.6,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,3,0,0.0,0.17,0.00,0.00,,,83,83.8,90,17,2,27,2,2.00,17,9,+8,+0.45,-0.43,0,13,8,0,0,17,6,,,0,Ligue-2,60,2021-2022
Floyd Ayité,tg TOG,"FW,MF",Valenciennes,33,1988,15,11,839,9.3,1,3,1,0,0,1,0,0.11,0.32,0.43,0.11,0.43,15,5,33.3,1.61,0.54,0.07,0.20,,56,46.6,68,4,4,23,0,1.07,10,18,-8,-0.86,-0.48,0,22,24,13,24,3,5,,,0,Ligue-2,60,2021-2022
Neil El Aynaoui,fr FRA,MF,Nancy,20,2001,9,3,275,3.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,5,1,20.0,1.64,0.33,0.00,0.00,,31,14.6,60,1,6,16,1,0.67,2,7,-5,-1.64,-0.69,0,5,10,0,9,7,9,,,0,Ligue-2,60,2021-2022
Abdoullah Ba,fr FRA,"MF,FW",Le Havre,18,2003,14,6,516,5.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,8,5,62.5,1.40,0.87,0.00,0.00,,37,26.1,65,0,8,16,4,1.21,3,4,-1,-0.17,-0.60,0,13,13,0,6,5,2,,,0,Ligue-2,60,2021-2022
Alioune Ba,fr FRA,DF,Dunkerque,32,1989,11,11,854,9.5,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,3,0,0.0,0.32,0.00,0.00,,,78,47.4,78,9,0,,0,0.82,3,13,-10,-1.05,-0.96,0,10,25,2,0,10,6,,,0,Ligue-2,60,2021-2022
El-Hadji Ba,fr FRA,MF,Guingamp,28,1993,14,10,811,9.0,1,0,1,0,0,4,0,0.11,0.00,0.11,0.11,0.11,7,2,28.6,0.78,0.22,0.14,0.50,,58,41.0,74,1,4,17,3,1.29,9,12,-3,-0.33,-0.02,0,25,22,1,2,15,21,,,0,Ligue-2,60,2021-2022
Aliou Badji,sn SEN,FW,Amiens,24,1997,14,12,842,9.4,7,1,7,0,0,3,0,0.75,0.11,0.86,0.75,0.86,30,16,53.3,3.21,1.71,0.23,0.44,,60,42.5,66,2,2,27,0,1.36,16,6,+10,+1.07,+1.46,0,17,9,3,2,2,1,,,0,Ligue-2,60,2021-2022
Yassine Bahassa,ma MAR,MF,Quevilly-Rouen,29,1992,19,12,1059,11.8,0,3,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,12,5,41.7,1.02,0.42,0.00,0.00,,56,53.5,75,3,7,24,3,1.05,10,15,-5,-0.42,-0.03,0,15,13,1,58,10,6,,,0,Ligue-2,60,2021-2022
Thierno Balde,fr FRA,"DF,MF",Le Havre,19,2002,19,18,1571,17.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,1,50.0,0.11,0.06,0.00,0.00,,83,79.3,87,12,1,1,2,1.58,17,12,+5,+0.29,+0.07,0,8,17,0,18,20,13,,,0,Ligue-2,60,2021-2022
Axel Bamba,fr FRA,DF,Paris FC,22,1999,1,0,51,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,1,100.0,1.76,1.76,0.00,0.00,,51,2.8,,0,1,51,0,1.00,0,2,-2,-3.53,-4.10,0,0,0,0,0,2,0,,,0,Ligue-2,60,2021-2022
Franck-Yves Bambock,fr FRA,MF,Grenoble,26,1995,14,12,1122,12.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.16,0.00,0.00,,,80,59.4,89,10,2,28,0,1.29,11,10,+1,+0.08,+1.37,0,25,29,0,1,18,10,,,0,Ligue-2,60,2021-2022
Mamady Bangré,fr FRA,FW,Toulouse,20,2001,4,2,124,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,6,0,0.0,4.35,0.00,0.00,,,31,6.3,45,0,2,17,6,2.25,2,2,0,0.00,-1.26,0,3,4,0,1,1,0,,,0,Ligue-2,60,2021-2022
Damon Bansais,fr FRA,DF,Quevilly-Rouen,28,1994,18,13,1287,14.3,0,1,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,3,1,33.3,0.21,0.07,0.00,0.00,,72,65.0,86,10,5,35,2,1.11,13,21,-8,-0.56,-0.43,0,31,27,0,13,26,17,,,0,Ligue-2,60,2021-2022
Hugo Barbet,fr FRA,GK,Guingamp,20,2001,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,5,0.3,,0,1,5,3,1.00,0,0,0,0.00,+0.32,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Pierre Bardy,fr FRA,DF,Rodez Aveyron,29,1992,17,16,1419,15.8,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,9,0,0.0,0.57,0.00,0.00,,,83,71.7,86,12,1,45,2,1.18,13,19,-6,-0.38,-0.86,1,14,23,0,16,32,14,,,0,Ligue-2,60,2021-2022
Mickaël Barreto,fr FRA,"MF,FW",Ajaccio,31,1991,15,8,696,7.7,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,19,6,31.6,2.46,0.78,0.00,0.00,,46,36.8,74,0,7,15,1,1.93,9,5,+4,+0.52,-0.01,0,16,6,0,71,11,14,,,0,Ligue-2,60,2021-2022
Maxime Barthelmé,fr FRA,MF,Guingamp,33,1988,18,14,1044,11.6,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,17,8,47.1,1.47,0.69,0.00,0.00,,58,52.7,71,0,4,12,3,1.17,9,14,-5,-0.43,-0.24,0,21,19,6,70,4,12,,,0,Ligue-2,60,2021-2022
Thomas Basila,fr FRA,DF,Nancy,22,1999,15,14,1228,13.6,1,1,1,0,0,5,2,0.07,0.07,0.15,0.07,0.15,3,1,33.3,0.22,0.07,0.33,1.00,,82,65.0,85,12,1,35,0,0.93,13,19,-6,-0.44,+1.74,1,21,7,0,1,16,3,,,0,Ligue-2,60,2021-2022
Enzo Basilio,fr FRA,GK,Guingamp,27,1994,19,19,1705,18.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,86.1,90,18,0,,0,1.32,24,26,-2,-0.11,+1.53,0,1,1,0,0,0,0,,,0,Ligue-2,60,2021-2022
Norman Bassette,be BEL,FW,Caen,17,2004,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,6,0.3,,0,1,6,1,0.00,0,0,0,0.00,-0.10,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Antoine Batisse,fr FRA,DF,Pau FC,27,1995,18,18,1569,17.4,0,0,0,0,0,5,2,0.00,0.00,0.00,0.00,0.00,9,2,22.2,0.52,0.11,0.00,0.00,,87,83.0,87,16,0,,0,1.22,19,18,+1,+0.06,+0.34,1,24,10,5,3,27,16,,,0,Ligue-2,60,2021-2022
Cyrille Bayala,bf BFA,MF,Ajaccio,25,1996,10,10,712,7.9,0,2,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,8,3,37.5,1.01,0.38,0.00,0.00,,71,37.7,71,2,0,,0,2.10,7,2,+5,+0.63,+0.17,0,20,6,5,16,6,6,,,0,Ligue-2,60,2021-2022
Yanis Begraoui,fr FRA,FW,Toulouse,20,2001,13,1,282,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,9,3,33.3,2.87,0.96,0.00,0.00,,22,14.2,68,0,12,18,3,2.00,7,3,+4,+1.28,+0.11,0,0,3,2,1,4,2,,,0,Ligue-2,60,2021-2022
Erwan Belhadji,fr FRA,"MF,DF",Dijon,20,2001,2,2,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.67,0.00,0.00,,,68,6.8,68,1,0,,11,0.00,0,4,-4,-2.67,-2.81,0,0,2,0,3,1,0,,,0,Ligue-2,60,2021-2022
Sami Belkorchia,fr FRA,DF,Quevilly-Rouen,27,1995,4,2,116,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.78,0.00,0.00,,,29,5.9,42,0,2,16,3,1.00,1,2,-1,-0.78,-0.39,0,1,2,0,1,0,2,,,0,Ligue-2,60,2021-2022
Anthony Belmonte,fr FRA,MF,Grenoble,26,1995,14,12,1033,11.5,1,0,0,1,1,4,0,0.09,0.00,0.09,0.00,0.00,10,3,30.0,0.87,0.26,0.00,0.00,,74,54.7,81,5,2,31,0,0.79,5,22,-17,-1.48,-2.22,0,19,8,1,31,14,10,,,0,Ligue-2,60,2021-2022
Mohamed Ben Fredj,tn TUN,FW,Auxerre,21,2000,5,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,4.74,0.00,0.00,,,4,1.1,,0,5,4,13,2.40,0,0,0,0.00,-0.51,0,0,0,0,1,1,0,,,0,Ligue-2,60,2021-2022
Chaouki Ben Saada,tn TUN,"FW,MF",Bastia,37,1984,9,0,103,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.87,0.00,0.00,,,11,5.2,,0,9,11,4,1.22,1,3,-2,-1.75,-1.80,0,4,3,0,1,1,2,,,0,Ligue-2,60,2021-2022
Reda Benchaa,fr FRA,DF,Dijon,19,2002,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,45,2.3,,0,1,45,2,0.00,1,0,+1,+2.00,+2.09,0,0,1,0,0,0,0,,,0,Ligue-2,60,2021-2022
Samy Benchamma,fr FRA,MF,Niort,21,2000,15,7,734,8.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3,2,66.7,0.37,0.25,0.00,0.00,,49,42.9,80,2,8,22,4,1.60,5,10,-5,-0.61,-1.26,0,17,2,0,2,10,14,,,0,Ligue-2,60,2021-2022
Jessy Bénet,fr FRA,MF,Amiens,26,1995,15,11,917,10.2,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,7,4,57.1,0.69,0.39,0.00,0.00,,61,46.3,78,4,4,14,0,1.13,9,9,0,0.00,-0.42,0,15,18,0,40,12,10,,,0,Ligue-2,60,2021-2022
Yassine Benrahou,fr FRA,"MF,FW",Nîmes,23,1999,19,19,1611,17.9,6,5,5,1,1,0,0,0.34,0.28,0.61,0.28,0.56,35,17,48.6,1.96,0.95,0.14,0.29,,85,89.5,85,11,0,,0,1.21,20,21,-1,-0.06,-0.06,0,23,19,1,113,6,10,,,0,Ligue-2,60,2021-2022
Yassine Benzia,dz ALG,"MF,FW",Dijon,27,1994,16,13,1168,13.0,4,2,4,0,0,3,0,0.31,0.15,0.46,0.31,0.46,28,11,39.3,2.16,0.85,0.14,0.36,,73,59.0,84,9,3,25,0,1.44,14,17,-3,-0.23,-0.45,0,27,28,2,98,9,11,,,0,Ligue-2,60,2021-2022
Quentin Bernard,fr FRA,DF,Auxerre,32,1989,20,20,1800,20.0,0,3,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,6,1,16.7,0.30,0.05,0.00,0.00,,90,100.0,90,20,0,,0,1.80,33,23,+10,+0.50,,0,31,9,3,53,29,24,,,0,Ligue-2,60,2021-2022
Maxime Bernauer,fr FRA,DF,Paris FC,23,1998,16,13,1207,13.4,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,5,1,20.0,0.37,0.07,0.00,0.00,,75,67.1,88,10,3,20,2,1.56,18,15,+3,+0.22,-0.69,0,15,11,0,70,28,11,,,1,Ligue-2,60,2021-2022
Dorian Bertrand,mg MAD,MF,Nancy,28,1993,7,2,212,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,5,1,20.0,2.12,0.42,0.00,0.00,,30,11.2,69,0,5,15,2,0.71,1,3,-2,-0.85,+0.22,0,3,8,0,9,4,1,,,0,Ligue-2,60,2021-2022
Steeve Beusnard,fr FRA,MF,Pau FC,29,1992,9,8,670,7.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,7,1,14.3,0.94,0.13,0.00,0.00,,74,35.4,80,3,1,29,0,1.00,4,9,-5,-0.67,-1.04,0,15,17,0,1,5,11,,,0,Ligue-2,60,2021-2022
William Bianda,fr FRA,DF,Nancy,21,2000,14,14,1172,13.0,1,1,1,0,0,1,0,0.08,0.08,0.15,0.08,0.15,4,1,25.0,0.31,0.08,0.25,1.00,,84,62.0,84,9,0,,0,0.93,12,24,-12,-0.92,+0.33,0,15,14,0,0,19,11,,,0,Ligue-2,60,2021-2022
Yohan Bilingi,fr FRA,DF,Guingamp,22,1999,9,9,785,8.7,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,3,1,33.3,0.34,0.11,0.00,0.00,,87,39.6,87,7,0,,2,1.11,7,10,-3,-0.34,-0.04,1,12,2,0,18,17,6,,,0,Ligue-2,60,2021-2022
Mickaël Biron,mq MTQ,"MF,FW",Nancy,24,1997,19,18,1578,17.5,3,0,2,1,1,3,0,0.17,0.00,0.17,0.11,0.11,56,21,37.5,3.19,1.20,0.04,0.10,,83,83.5,86,10,1,30,0,0.79,13,31,-18,-1.03,+0.13,0,43,26,8,15,10,23,,,0,Ligue-2,60,2021-2022
Antonin Bobichon,fr FRA,MF,Nancy,26,1995,2,2,156,1.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,2,1,50.0,1.15,0.58,0.00,0.00,,78,8.3,78,0,0,,0,1.50,1,4,-3,-1.73,-0.74,0,2,5,0,14,0,1,,,0,Ligue-2,60,2021-2022
Yohan Bocognano,fr FRA,DF,Bastia,31,1990,21,18,1640,18.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,7,0,0.0,0.38,0.00,0.00,,,78,82.8,89,17,3,11,1,1.10,18,17,+1,+0.05,+0.58,0,13,15,3,2,29,11,,,0,Ligue-2,60,2021-2022
Yann Boe-Kane,fr FRA,"MF,DF",Quevilly-Rouen,30,1991,18,15,1312,14.6,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,7,2,28.6,0.48,0.14,0.14,0.50,,73,66.3,85,11,3,10,1,1.11,11,22,-11,-0.75,-1.02,0,25,12,2,3,30,31,,,0,Ligue-2,60,2021-2022
Rémy Boissier,fr FRA,MF,Rodez Aveyron,27,1994,21,20,1713,19.0,1,3,1,0,0,4,0,0.05,0.16,0.21,0.05,0.21,25,9,36.0,1.31,0.47,0.04,0.11,,82,86.5,84,10,1,26,0,1.29,19,20,-1,-0.05,+0.62,0,33,24,2,85,24,14,,,0,Ligue-2,60,2021-2022
Olivier Boissy,sn SEN,FW,Grenoble,23,1999,11,0,168,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,0,0.0,1.61,0.00,0.00,,,15,8.9,,0,11,15,1,0.82,0,4,-4,-2.14,-1.83,0,2,1,1,1,0,2,,,0,Ligue-2,60,2021-2022
Warren Bondo,fr FRA,MF,Nancy,18,2003,14,7,734,8.2,1,1,0,1,1,1,0,0.12,0.12,0.25,0.00,0.12,13,2,15.4,1.59,0.25,0.00,0.00,,52,38.8,79,4,7,26,0,0.71,5,17,-12,-1.47,-0.69,0,16,28,0,18,2,23,,,0,Ligue-2,60,2021-2022
Alexandre Bonnet,fr FRA,MF,Le Havre,35,1986,22,7,783,8.7,1,0,0,1,1,3,0,0.11,0.00,0.11,0.00,0.00,11,2,18.2,1.26,0.23,0.00,0.00,,36,39.5,72,0,15,19,0,1.55,6,6,0,0.00,-0.45,0,8,11,0,22,4,9,,,0,Ligue-2,60,2021-2022
Ugo Bonnet,fr FRA,FW,Rodez Aveyron,28,1993,22,13,1315,14.6,2,1,2,0,0,1,0,0.14,0.07,0.21,0.14,0.21,30,7,23.3,2.05,0.48,0.07,0.29,,60,66.4,82,8,9,27,0,1.27,12,18,-6,-0.41,-0.82,0,16,23,8,15,8,5,,,0,Ligue-2,60,2021-2022
Kenji-Van Boto,fr FRA,DF,Pau FC,25,1996,21,21,1858,20.6,0,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,12,3,25.0,0.58,0.15,0.00,0.00,,88,98.3,88,18,0,,0,1.33,23,24,-1,-0.05,-2.86,0,21,11,1,60,18,28,,,0,Ligue-2,60,2021-2022
