Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,PKwon,PKcon,OG,League Name,League ID,Season
Omer Atzili,il ISR,"FW,MF",il Maccabi Tel Aviv,24,1993,3,0,48,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,8.9,,0,3,,1,2.09,0,0,0,0.00,+1.28,0,0,0,0,0,Europa-League,19,2017-2018
Jean-Kévin Augustin,fr FRA,FW,de RB Leipzig,20,1997,6,4,342,3.8,2,1,2,0,0,1,0,0.53,0.26,0.79,0.53,0.79,4,2,50.0,1.05,0.53,0.50,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,63.3,,1,2,,0,1.67,7,7,0,0.00,+0.45,0,9,0,0,0,Europa-League,19,2017-2018
João Aurélio,pt POR,DF,pt Vitória,28,1988,4,3,307,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.29,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,56.9,,2,1,,1,1.00,4,4,0,0.00,+1.55,0,4,0,0,0,Europa-League,19,2017-2018
Selim Ay,tr TUR,DF,tr Konyaspor,26,1991,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,1.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,33.3,,2,0,,4,1.00,1,1,0,0.00,+0.50,0,3,0,0,0,Europa-League,19,2017-2018
Volkan Babacan,tr TUR,GK,tr Başakşehir,28,1988,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,33.3,,2,0,,3,0.50,1,2,-1,-0.50,-0.50,0,0,0,0,0,Europa-League,19,2017-2018
Ruslan Babenko,ua UKR,MF,ua Zorya Luhansk,25,1992,2,1,104,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.87,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,19.3,,0,1,,4,0.00,0,2,-2,-1.73,-0.91,0,2,0,0,0,Europa-League,19,2017-2018
Srđan Babić,rs SRB,DF,rs Red Star,21,1996,2,1,114,1.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,15.8,,1,1,,5,1.00,1,1,0,0.00,0.00,0,4,0,0,0,Europa-League,19,2017-2018
Jean-Sylvain Babin,mq MTQ,DF,il Maccabi Tel Aviv,30,1986,5,5,432,4.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,0.62,0.21,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,80.0,,4,0,,0,0.80,1,6,-5,-1.04,+0.62,0,0,0,0,0,Europa-League,19,2017-2018
Carlos Bacca,co COL,FW,es Villarreal,30,1986,6,6,484,5.4,2,1,2,0,0,0,0,0.37,0.19,0.56,0.37,0.56,16,7,43.8,2.98,1.30,0.13,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,67.2,,3,0,,1,1.33,6,7,-1,-0.19,-0.95,0,1,0,0,0,Europa-League,19,2017-2018
Fouad Bachirou,km COM,MF,se Östersund,27,1990,6,6,540,6.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,0.50,0.17,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,75.0,,6,0,,0,2.00,8,4,+4,+0.67,+1.67,0,4,0,0,0,Europa-League,19,2017-2018
Ondřej Bačo,cz CZE,DF,cz Fastav Zlín,21,1996,5,5,450,5.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.40,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,83.3,,5,0,,0,0.40,1,8,-7,-1.40,+0.60,0,9,0,0,0,Europa-League,19,2017-2018
Ziguy Badibanga,be BEL,FW,md Sheriff Tiraspol,25,1991,5,4,369,4.1,2,0,1,1,1,1,0,0.49,0.00,0.49,0.24,0.24,9,6,66.7,2.20,1.46,0.11,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,68.3,,3,1,,0,1.43,4,4,0,0.00,0.00,0,3,0,0,0,Europa-League,19,2017-2018
Dzmitry Baha,by BLR,DF,by BATE Borisov,27,1990,4,0,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,13.1,,0,4,,2,1.20,0,0,0,0.00,+1.92,0,0,0,0,0,Europa-League,19,2017-2018
Leighton Baines,eng ENG,"DF,MF",eng Everton,32,1984,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.50,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,33.3,,2,0,,1,1.83,2,5,-3,-1.50,-0.25,0,2,0,0,0,Europa-League,19,2017-2018
Michalis Bakakis,gr GRE,"DF,MF",gr AEK Athens,26,1991,8,8,720,8.0,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,1,1,100.0,0.12,0.12,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,8,0,,0,1.40,7,6,+1,+0.12,,0,5,0,0,0,Europa-League,19,2017-2018
Cédric Bakambu,cd COD,FW,es Villarreal,26,1991,5,2,260,2.9,3,0,3,0,0,1,0,1.04,0.00,1.04,1.04,1.04,9,5,55.6,3.12,1.73,0.33,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,36.1,,2,3,,0,2.20,6,1,+5,+1.73,+2.51,0,3,0,0,0,Europa-League,19,2017-2018
Anastasios Bakasetas,gr GRE,"MF,FW",gr AEK Athens,24,1993,8,4,396,4.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,8,2,25.0,1.82,0.45,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,55.0,,2,4,,0,1.25,5,3,+2,+0.45,+0.73,0,4,0,1,0,Europa-League,19,2017-2018
Marek Bakoš,sk SVK,FW,cz Viktoria Plzeň,34,1983,6,2,232,2.6,4,0,4,0,0,2,0,1.55,0.00,1.55,1.55,1.55,8,5,62.5,3.10,1.94,0.50,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,25.4,,1,4,,4,2.00,6,4,+2,+0.78,+0.12,0,9,0,0,0,Europa-League,19,2017-2018
Mihai Bălașa,ro ROU,DF,ro FCSB,22,1995,7,6,569,6.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,5,2,40.0,0.79,0.32,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,79.0,,6,1,,0,1.43,10,8,+2,+0.32,+2.10,0,6,0,0,0,Europa-League,19,2017-2018
Mikel Balenziaga,es ESP,DF,es Athletic Club,29,1988,6,6,475,5.3,0,1,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,4,0,0.0,0.76,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,52.8,,4,0,,1,2.10,8,5,+3,+0.57,+0.99,0,8,0,0,0,Europa-League,19,2017-2018
Wilfried Balima,bf BFA,"DF,MF",md Sheriff Tiraspol,32,1985,3,0,51,0.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,9.4,,0,3,,2,1.80,0,0,0,0.00,0.00,0,1,0,0,0,Europa-League,19,2017-2018
David von Ballmoos,ch SUI,GK,ch Young Boys,22,1994,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,83.3,,5,0,,0,0.60,5,7,-2,-0.40,-1.40,0,0,0,0,0,Europa-League,19,2017-2018
Mario Balotelli,it ITA,FW,fr Nice,26,1990,7,6,528,5.9,6,1,4,2,2,3,0,1.02,0.17,1.19,0.68,0.85,39,12,30.8,6.65,2.05,0.10,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,73.3,,4,1,,0,1.29,12,10,+2,+0.34,-0.13,0,11,1,0,0,Europa-League,19,2017-2018
Beni Baningime,cd COD,"MF,DF",eng Everton,18,1998,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,50.0,,3,0,,0,1.00,4,8,-4,-1.33,0.00,0,3,0,0,0,Europa-League,19,2017-2018
Danilo Barbosa,br BRA,MF,pt Braga,21,1996,6,6,509,5.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,6,0,0.0,1.06,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,70.7,,4,0,,1,2.00,7,9,-2,-0.35,-0.78,0,3,0,0,0,Europa-League,19,2017-2018
Mariano Barbosa,ar ARG,GK,es Villarreal,33,1984,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,75.0,,6,0,,2,1.83,10,6,+4,+0.67,+2.17,0,0,0,0,0,Europa-League,19,2017-2018
Elyaniv Barda,il ISR,"FW,MF",il Be'er Sheva,35,1981,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1.5,,0,1,,1,1.00,0,0,0,0.00,+0.85,0,0,0,0,0,Europa-League,19,2017-2018
Dmitri Barinov,ru RUS,MF,ru Loko Moscow,20,1996,2,0,35,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,1,100.0,2.57,2.57,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3.9,,0,2,,5,1.50,0,1,-1,-2.57,-2.68,0,1,0,0,0,Europa-League,19,2017-2018
Vasilios Barkas,gr GRE,GK,gr AEK Athens,23,1994,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,25.0,,2,0,,0,1.00,1,1,0,0.00,-0.17,0,0,0,0,0,Europa-League,19,2017-2018
Tigran Barseghyan,am ARM,"MF,FW",mk FK Vardar,23,1993,6,6,506,5.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,14,5,35.7,2.49,0.89,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,93.7,,3,0,,0,0.88,1,19,-18,-3.20,-5.85,0,4,0,0,0,Europa-League,19,2017-2018
Robert Bartolomeu,cz CZE,MF,cz Fastav Zlín,23,1993,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1.9,,0,1,,0,0.00,0,0,0,0.00,+1.53,0,1,0,0,0,Europa-League,19,2017-2018
Lukáš Bartošák,cz CZE,DF,cz Fastav Zlín,27,1990,2,1,102,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.88,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,18.9,,0,1,,2,0.50,0,1,-1,-0.88,+0.76,0,2,0,0,0,Europa-League,19,2017-2018
Dušan Basta,rs SRB,MF,it Lazio,32,1984,7,7,555,6.2,0,2,0,0,0,2,0,0.00,0.32,0.32,0.00,0.32,3,0,0.0,0.49,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,51.4,,3,0,,0,1.14,13,9,+4,+0.65,-0.21,0,4,0,2,0,Europa-League,19,2017-2018
Bastos,ao ANG,DF,it Lazio,26,1991,6,5,514,5.7,1,0,1,0,0,0,0,0.18,0.00,0.18,0.18,0.18,3,1,33.3,0.53,0.18,0.33,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,47.6,,5,1,,4,1.67,13,9,+4,+0.70,-0.09,0,6,0,0,0,Europa-League,19,2017-2018
Mehmet Batdal,tr TUR,FW,tr Başakşehir,31,1986,3,1,136,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.66,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,25.2,,1,2,,0,1.00,2,4,-2,-1.32,-1.55,0,3,0,0,0,Europa-League,19,2017-2018
Michy Batshuayi,be BEL,FW,de Dortmund,23,1993,4,4,331,3.7,2,0,2,0,0,1,0,0.54,0.00,0.54,0.54,0.54,11,5,45.5,2.99,1.36,0.18,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,91.9,,3,0,,0,1.25,4,5,-1,-0.27,-3.38,0,3,0,0,0,Europa-League,19,2017-2018
Rodrigo Battaglia,ar ARG,"MF,DF",pt Sporting CP,26,1991,6,4,456,5.1,1,0,1,0,0,2,0,0.20,0.00,0.20,0.20,0.20,5,1,20.0,0.99,0.20,0.20,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,82.2,,4,2,,0,1.67,5,7,-2,-0.39,-3.12,0,6,0,0,0,Europa-League,19,2017-2018
Cristian Battocchio,it ITA,MF,il Maccabi Tel Aviv,25,1992,6,5,442,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,8,2,25.0,1.63,0.41,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,81.9,,4,1,,0,1.55,0,8,-8,-1.63,-2.55,0,2,0,0,0,Europa-League,19,2017-2018
Marvin Baudry,cg CGO,DF,be Zulte Waregem,27,1990,4,4,354,3.9,1,0,1,0,0,1,0,0.25,0.00,0.25,0.25,0.25,3,2,66.7,0.76,0.51,0.33,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,65.6,,3,0,,2,1.50,6,6,0,0.00,+2.42,0,3,0,0,0,Europa-League,19,2017-2018
Oliver Baumann,de GER,GK,de Hoffenheim,27,1990,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,83.3,,5,0,,0,0.80,7,9,-2,-0.40,-0.40,0,0,0,0,0,Europa-League,19,2017-2018
Jon Bautista,es ESP,FW,es Real Sociedad,22,1995,7,2,244,2.7,1,0,1,0,0,0,0,0.37,0.00,0.37,0.37,0.37,8,3,37.5,2.95,1.11,0.13,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,33.9,,0,5,,0,1.86,7,5,+2,+0.74,-0.59,0,3,0,0,0,Europa-League,19,2017-2018
Jean-David Beauguel,fr FRA,FW,cz Fastav Zlín,25,1992,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2.0,,0,1,,1,0.00,0,0,0,0.00,+1.53,0,0,0,0,0,Europa-League,19,2017-2018
Abzal Beisebekov,kz KAZ,"MF,DF",kz FC Astana,24,1992,7,7,600,6.7,0,2,0,0,0,1,0,0.00,0.30,0.30,0.00,0.30,3,1,33.3,0.45,0.15,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,83.3,,4,0,,1,1.14,12,12,0,0.00,-0.75,0,11,0,0,0,Europa-League,19,2017-2018
Héctor Bellerín,es ESP,"DF,MF",eng Arsenal,22,1995,8,8,720,8.0,1,2,1,0,0,1,0,0.12,0.25,0.37,0.12,0.37,2,1,50.0,0.25,0.12,0.50,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,57.1,,8,0,,0,1.75,17,9,+8,+1.00,-0.67,0,9,0,1,0,Europa-League,19,2017-2018
Emre Belözoğlu,tr TUR,MF,tr Başakşehir,36,1980,3,2,210,2.3,2,0,1,1,1,1,0,0.86,0.00,0.86,0.43,0.43,5,3,60.0,2.14,1.29,0.20,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,38.9,,2,1,,0,1.33,2,2,0,0.00,+0.27,0,5,0,0,0,Europa-League,19,2017-2018
Tal Ben Haim,il ISR,DF,il Maccabi Tel Aviv,35,1982,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,66.7,,4,0,,2,1.92,0,7,-7,-1.75,-1.75,0,5,0,0,0,Europa-League,19,2017-2018
Nicklas Bendtner,dk DEN,FW,no Rosenborg,29,1988,6,6,540,6.0,3,1,0,3,3,0,0,0.50,0.17,0.67,0.00,0.17,17,7,41.2,2.83,1.17,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,6,0,,0,1.38,6,11,-5,-0.83,,0,7,1,0,0,Europa-League,19,2017-2018
Pierre Bengtsson,se SWE,DF,dk FC Copenhagen,29,1988,5,4,377,4.2,0,1,0,0,0,0,0,0.00,0.24,0.24,0.00,0.24,2,0,0.0,0.48,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,52.4,,4,1,,2,1.00,4,3,+1,+0.24,+0.50,0,0,0,0,0,Europa-League,19,2017-2018
Walter Benítez,ar ARG,GK,fr Nice,24,1993,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,50.0,,4,0,,4,0.75,5,6,-1,-0.25,-1.25,0,0,0,0,0,Europa-League,19,2017-2018
Loris Benito,ch SUI,DF,ch Young Boys,25,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,1.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,16.7,,1,0,,2,0.00,1,2,-1,-1.00,-1.00,0,3,0,0,0,Europa-League,19,2017-2018
Romario Benzar,ro ROU,DF,ro FCSB,25,1992,5,5,385,4.3,0,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,2,0,0.0,0.47,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,53.5,,4,0,,0,2.40,7,6,+1,+0.23,+0.77,0,3,0,0,0,Europa-League,19,2017-2018
Yevgeniy Berezkin,by BLR,MF,by BATE Borisov,21,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,16.7,,1,0,,5,0.00,0,6,-6,-6.00,-5.20,0,0,0,0,0,Europa-League,19,2017-2018
Aleksei Berezutski,ru RUS,DF,ru CSKA Moscow,35,1982,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.50,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,66.7,,4,0,,0,1.60,5,6,-1,-0.25,+0.25,0,3,0,0,0,Europa-League,19,2017-2018
