Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,PKwon,PKcon,OG,League Name,League ID,Season
Aymeric Laporte,es ESP,DF,es Athletic Club,23,1994,6,6,540,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,2,1,50.0,0.33,0.17,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,60.0,,6,0,,0,2.10,8,5,+3,+0.50,+1.00,0,3,0,0,0,Europa-League,19,2017-2018
Ionuț Larie,ro ROU,DF,ro FCSB,30,1987,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,2,66.7,1.50,1.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,25.0,,2,0,,3,0.50,2,3,-1,-0.50,-0.50,0,2,0,0,0,Europa-League,19,2017-2018
Joseph Larweh Attamah,gh GHA,DF,tr Başakşehir,23,1994,5,4,404,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.22,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,74.8,,4,1,,0,1.40,5,6,-1,-0.22,-0.22,0,3,0,0,0,Europa-League,19,2017-2018
Jan Laštůvka,cz CZE,GK,cz Slavia Prague,35,1982,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,66.7,,4,0,,2,1.00,4,5,-1,-0.25,-0.75,0,0,0,0,0,Europa-League,19,2017-2018
Valentino Lazaro,at AUT,"MF,FW",de Hertha BSC,21,1996,4,4,338,3.8,0,1,0,0,0,0,0,0.00,0.27,0.27,0.00,0.27,7,1,14.3,1.86,0.27,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,62.6,,2,0,,1,0.25,4,6,-2,-0.53,-0.98,0,2,0,0,0,Europa-League,19,2017-2018
Maxime Le Marchand,fr FRA,DF,fr Nice,27,1989,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,62.5,,5,0,,0,1.80,12,6,+6,+1.20,+2.20,0,5,0,0,1,Europa-League,19,2017-2018
Damien Le Tallec,fr FRA,"DF,MF",rs Red Star,27,1990,8,8,720,8.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2,1,50.0,0.25,0.12,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,8,0,,0,1.60,3,3,0,0.00,,0,9,0,0,0,Europa-League,19,2017-2018
Nicola Leali,it ITA,GK,be Zulte Waregem,24,1993,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,33.3,,2,0,,4,0.00,1,7,-6,-3.00,-3.25,0,0,0,0,0,Europa-League,19,2017-2018
Rafael Leão,pt POR,"FW,MF",pt Sporting CP,18,1999,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2.9,,0,1,,1,1.00,0,2,-2,-11.25,-11.75,0,0,0,0,0,Europa-League,19,2017-2018
Mathew Leckie,au AUS,MF,de Hertha BSC,26,1991,2,1,86,1.0,1,0,1,0,0,0,0,1.05,0.00,1.05,1.05,1.05,4,3,75.0,4.19,3.14,0.25,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,15.9,,0,1,,1,0.50,2,2,0,0.00,+0.20,0,3,0,0,0,Europa-League,19,2017-2018
Cristian Ledesma,ar ARG,MF,ch Lugano,38,1978,4,3,277,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,0,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,51.3,,,1,,0,,,,,,,,7,,,,Europa-League,19,2017-2018
Pierre Lees-Melou,fr FRA,MF,fr Nice,24,1993,7,7,601,6.7,0,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,11,2,18.2,1.65,0.30,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,83.5,,5,0,,0,1.29,14,8,+6,+0.90,+3.17,0,8,0,0,0,Europa-League,19,2017-2018
Matthias Lehmann,de GER,MF,de Köln,34,1983,5,4,377,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3,0,0.0,0.72,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,69.8,,4,1,,0,1.20,6,7,-1,-0.24,-0.24,0,3,0,0,0,Europa-League,19,2017-2018
Christoph Leitgeb,at AUT,"FW,MF",at RB Salzburg,32,1985,2,0,19,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1.5,,0,2,,5,1.00,0,0,0,0.00,-0.64,0,1,0,0,0,Europa-League,19,2017-2018
Lucas Leiva,br BRA,MF,it Lazio,30,1987,9,7,668,7.4,2,2,2,0,0,2,0,0.27,0.27,0.54,0.27,0.54,5,2,40.0,0.67,0.27,0.40,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,61.9,,6,2,,2,1.78,18,12,+6,+0.81,+0.15,0,21,0,0,0,Europa-League,19,2017-2018
Iñigo Lekue,es ESP,"DF,MF",es Athletic Club,24,1993,9,8,741,8.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,5,0,0.0,0.61,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,82.3,,8,1,,1,1.75,13,9,+4,+0.49,+2.18,0,4,0,1,0,Europa-League,19,2017-2018
Julian Lelieveld,nl NED,"MF,DF",nl Vitesse,19,1997,2,2,171,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,31.7,,1,0,,3,2.00,2,1,+1,+0.53,+1.99,0,2,0,0,0,Europa-League,19,2017-2018
Aaron Lennon,eng ENG,FW,eng Everton,30,1987,1,1,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,13.1,,0,0,,0,0.50,0,1,-1,-1.27,+0.08,0,1,0,0,0,Europa-League,19,2017-2018
Jonathan Levi,se SWE,FW,no Rosenborg,21,1996,2,1,64,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,1.41,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,11.9,,0,1,,2,0.50,0,0,0,0.00,+0.95,0,0,0,0,0,Europa-League,19,2017-2018
Aaron Leya Iseka,be BEL,FW,be Zulte Waregem,19,1997,5,5,409,4.5,2,0,2,0,0,3,0,0.44,0.00,0.44,0.44,0.44,8,7,87.5,1.76,1.54,0.25,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,75.7,,3,0,,0,0.80,6,13,-7,-1.54,-2.91,0,7,0,0,0,Europa-League,19,2017-2018
Sabien Lilaj,al ALB,"MF,FW",al Skënderbeu Korçë,28,1989,6,6,540,6.0,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,7,1,14.3,1.17,0.17,0.14,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,6,0,,0,1.54,6,10,-4,-0.67,,0,14,0,0,0,Europa-League,19,2017-2018
David Limberský,cz CZE,DF,cz Viktoria Plzeň,33,1983,7,7,630,7.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,4,1,25.0,0.57,0.14,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,68.9,,7,0,,0,1.89,11,7,+4,+0.57,-0.38,0,12,0,0,0,Europa-League,19,2017-2018
Bryan Linssen,nl NED,"FW,MF",nl Vitesse,26,1990,5,5,446,5.0,2,1,2,0,0,1,0,0.40,0.20,0.61,0.40,0.61,9,4,44.4,1.82,0.81,0.22,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,82.6,,4,0,,0,0.40,4,10,-6,-1.21,-2.17,0,9,0,0,0,Europa-League,19,2017-2018
Marko Livaja,hr CRO,"FW,MF",gr AEK Athens,23,1993,7,5,522,5.8,2,0,2,0,0,3,1,0.34,0.00,0.34,0.34,0.34,12,7,58.3,2.07,1.21,0.17,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,72.5,,2,2,,0,1.25,7,4,+3,+0.52,+1.43,1,10,0,0,0,Europa-League,19,2017-2018
Željko Ljubenović,rs SRB,MF,ua Zorya Luhansk,36,1981,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3.1,,0,1,,0,0.00,0,1,-1,-5.29,-4.43,0,0,0,0,0,Europa-League,19,2017-2018
Diego Llorente,es ESP,DF,es Real Sociedad,23,1993,6,5,494,5.5,3,0,3,0,0,0,0,0.55,0.00,0.55,0.55,0.55,6,4,66.7,1.09,0.73,0.50,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,68.6,,5,1,,0,1.17,14,9,+5,+0.91,-0.68,0,6,0,0,0,Europa-League,19,2017-2018
Manuel Locatelli,it ITA,MF,it Milan,19,1998,7,5,454,5.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,7,1,14.3,1.39,0.20,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,50.4,,4,2,,1,1.89,5,5,0,0.00,-1.41,0,12,0,0,0,Europa-League,19,2017-2018
Yuri Lodygin,ru RUS,GK,ru Zenit,27,1990,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,20.0,,2,0,,7,2.00,5,2,+3,+1.50,+0.25,0,0,0,0,0,Europa-League,19,2017-2018
Yuriy Logvinenko,kz KAZ,DF,kz FC Astana,29,1988,6,6,504,5.6,1,0,1,0,0,1,2,0.18,0.00,0.18,0.18,0.18,1,1,100.0,0.18,0.18,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,70.0,,4,0,,0,1.17,9,9,0,0.00,-0.42,1,5,0,1,0,Europa-League,19,2017-2018
Ademola Lookman,eng ENG,"MF,FW",eng Everton,19,1997,3,2,224,2.5,2,0,2,0,0,1,0,0.80,0.00,0.80,0.80,0.80,9,5,55.6,3.62,2.01,0.22,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,41.5,,2,1,,2,1.67,4,4,0,0.00,+2.28,0,9,0,0,0,Europa-League,19,2017-2018
Anthony Lopes,pt POR,GK,fr Lyon,26,1990,10,10,900,10.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,10,0,,0,2.00,18,8,+10,+1.00,,0,1,0,0,0,Europa-League,19,2017-2018
Hélder Lopes,pt POR,"MF,DF",gr AEK Athens,28,1989,5,5,450,5.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,0.60,0.20,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,62.5,,5,0,,0,1.57,4,3,+1,+0.20,+0.20,0,9,0,0,0,Europa-League,19,2017-2018
Maxime Lopez,fr FRA,MF,fr Marseille,19,1997,13,11,957,10.6,1,2,1,0,0,3,0,0.09,0.19,0.28,0.09,0.28,7,3,42.9,0.66,0.28,0.14,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,69.3,,5,2,,2,1.59,16,11,+5,+0.47,+0.68,0,11,0,0,0,Europa-League,19,2017-2018
Simon Lorenz,de GER,DF,de Hoffenheim,20,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,16.7,,1,0,,0,1.00,1,1,0,0.00,+0.40,0,0,0,0,0,Europa-League,19,2017-2018
Jordan Lotomba,ch SUI,DF,ch Young Boys,18,1998,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,1,50.0,0.67,0.33,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,50.0,,3,0,,2,0.67,3,4,-1,-0.33,-0.33,0,4,0,0,0,Europa-League,19,2017-2018
Sergio Lozano,es ESP,MF,es Villarreal,18,1999,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,6.43,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1.9,,0,1,,0,0.00,0,0,0,0.00,-0.13,0,0,0,0,0,Europa-League,19,2017-2018
Michael Lüftner,cz CZE,DF,dk FC Copenhagen,23,1994,8,8,720,8.0,2,0,2,0,0,0,0,0.25,0.00,0.25,0.25,0.25,6,2,33.3,0.75,0.25,0.33,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,8,0,,0,1.13,8,8,0,0.00,,0,3,0,0,0,Europa-League,19,2017-2018
José Luis Palomino,ar ARG,DF,it Atalanta,27,1990,7,5,462,5.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,64.2,,5,2,,1,2.00,13,5,+8,+1.56,+1.21,0,8,0,0,0,Europa-League,19,2017-2018
Filipe Luís,br BRA,DF,es Atlético Madrid,31,1985,2,2,152,1.7,0,1,0,0,0,0,0,0.00,0.59,0.59,0.00,0.59,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,18.8,,1,0,,3,3.00,5,1,+4,+2.37,+0.73,0,1,0,0,0,Europa-League,19,2017-2018
Zé Luís,cv CPV,FW,ru Spartak Moscow,26,1991,2,0,63,0.7,0,1,0,0,0,0,0,0.00,1.43,1.43,0.00,1.43,4,1,25.0,5.71,1.43,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,35.0,,0,2,,0,1.50,2,0,+2,+2.86,+5.16,0,3,0,0,0,Europa-League,19,2017-2018
Everton Luiz,br BRA,MF,rs Partizan,29,1988,6,6,527,5.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,10,1,10.0,1.71,0.17,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,73.2,,5,0,,0,1.57,8,9,-1,-0.17,+0.76,0,20,0,0,0,Europa-League,19,2017-2018
Jordan Lukaku,be BEL,MF,it Lazio,23,1994,9,7,614,6.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2,1,50.0,0.29,0.15,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,56.9,,3,2,,0,1.56,8,12,-4,-0.59,-3.10,0,7,0,0,0,Europa-League,19,2017-2018
Jody Lukoki,cd COD,"MF,FW",bg Ludogorets,24,1992,7,6,495,5.5,1,0,1,0,0,2,0,0.18,0.00,0.18,0.18,0.18,7,2,28.6,1.27,0.36,0.14,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,68.8,,2,1,,1,1.33,5,6,-1,-0.18,+0.22,0,8,0,0,0,Europa-League,19,2017-2018
Senad Lulić,ba BIH,MF,it Lazio,31,1986,10,5,547,6.1,1,1,1,0,0,2,0,0.16,0.16,0.33,0.16,0.33,4,1,25.0,0.66,0.16,0.25,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,50.6,,4,5,,0,2.20,18,8,+10,+1.65,+1.81,0,8,0,0,0,Europa-League,19,2017-2018
Marius Lundemo,no NOR,MF,no Rosenborg,23,1994,3,1,124,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,1.45,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,23.0,,0,2,,1,1.50,4,1,+3,+2.18,+3.91,0,4,0,0,0,Europa-League,19,2017-2018
Andriy Lunin,ua UKR,GK,ua Zorya Luhansk,18,1999,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,6,0,,0,1.00,3,9,-6,-1.00,,0,0,0,0,0,Europa-League,19,2017-2018
Andrey Lunyov,ru RUS,GK,ru Zenit,25,1991,8,8,720,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,80.0,,8,0,,0,1.82,17,7,+10,+1.25,-0.25,0,0,0,0,0,Europa-League,19,2017-2018
Maksym Lunyov,ua UKR,MF,ua Zorya Luhansk,19,1998,6,5,398,4.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,3,0,0.0,0.68,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,73.7,,0,1,,0,1.00,3,4,-1,-0.23,+2.94,0,6,0,0,0,Europa-League,19,2017-2018
Arnaud Lusamba,fr FRA,FW,fr Nice,20,1997,3,1,124,1.4,0,1,0,0,0,0,0,0.00,0.73,0.73,0.00,0.73,1,0,0.0,0.73,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,17.2,,0,2,,1,1.00,1,3,-2,-1.45,-2.21,0,0,0,0,0,Europa-League,19,2017-2018
Fabian Lustenberger,ch SUI,MF,de Hertha BSC,29,1988,5,5,450,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,0.60,0.20,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,83.3,,5,0,,0,0.40,4,7,-3,-0.60,-2.60,0,5,0,0,0,Europa-League,19,2017-2018
Mikael Lustig,se SWE,DF,sct Celtic,30,1986,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,2,0,,0,1.50,1,3,-2,-1.00,,0,1,0,0,0,Europa-League,19,2017-2018
Mikhail Lysov,ru RUS,DF,ru Loko Moscow,19,1998,5,4,397,4.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,1,100.0,0.23,0.23,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,44.1,,4,1,,1,1.20,7,8,-1,-0.23,-0.41,0,2,0,0,0,Europa-League,19,2017-2018
Johan Lædre Bjørdal,no NOR,DF,no Rosenborg,31,1986,3,2,179,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,33.1,,1,1,,2,1.40,1,4,-3,-1.51,-1.01,0,1,0,0,0,Europa-League,19,2017-2018
